T d154 d184 d214 d244
d 150 180 210 240
290 -3.741270000E-04 -1.155207000E-03 -2.484074000E-03 -4.210796000E-03
295 -1.327364000E-02 -1.643774200E-02 -2.002757700E-02 -2.485029600E-02
300 -4.123002900E-02 -4.891157700E-02 -5.668047700E-02 -6.535668900E-02
305 -9.533318000E-02 -1.104603520E-01 -1.247788410E-01 -1.392186000E-01
310 -1.688533160E-01 -1.657301530E-01 -1.622896600E-01 -1.586412540E-01
315 -1.463964710E-01 -1.391086230E-01 -1.317968280E-01 -1.243641470E-01
320 -9.229933400E-02 -7.702519800E-02 -6.230811600E-02 -4.837954200E-02
325 9.653693000E-03 1.028647500E-02 1.074015600E-02 1.107194800E-02
330 1.728192200E-02 1.786502000E-02 1.826703500E-02 1.854685100E-02
335 2.692294200E-02 2.753071700E-02 2.793290000E-02 2.820157500E-02
340 3.830709300E-02 3.905031400E-02 3.953992200E-02 3.986281800E-02
