name time T kT_1 I
01RV 01rv.dat 292.1 39.69 6.790E-006
02RV 02rv.dat 292.1 39.69 6.793E-006
03RV 03rv.dat 555 20.89 6.770E-006
04RV 04rv.dat 294.1 39.42 7.635E-006
05RV 05rv.dat 293.8 39.46 7.660E-006
06RV 06rv.dat 295.1 39.29 7.932E-006
07RV 07rv.dat 295 39.3 8.074E-006
08RV 08rv.dat 295 39.3 8.083E-006
09RV 09rv.dat 297.6 38.96 8.506E-006
10RV 10rv.dat 297.5 38.97 8.522E-006
11RV 11rv.dat 297.5 38.97 8.605E-006
12RV 12rv.dat 300.1 38.63 8.984E-006
13RV 13rv.dat 300 38.65 9.082E-006
14RV 14rv.dat 302.6 38.32 9.513E-006
15RV 15rv.dat 302.5 38.33 9.583E-006
16RV 16rv.dat 302.5 38.33 9.617E-006
17RV 17rv.dat 305.1 38 1.012E-005
18RV 18rv.dat 305 38.01 1.011E-005
19RV 19rv.dat 305 38.01 1.002E-005
20RV 20rv.dat 307.5 37.7 1.041E-005
21RV 21rv.dat 307.5 37.7 1.063E-005
22RV 22rv.dat 307.5 37.7 1.056E-005
23RV 23rv.dat 310 37.4 1.109E-005
24RV 24rv.dat 310 37.4 1.104E-005
25RV 25rv.dat 310 37.4 1.098E-005
26RV 26rv.dat 312.6 37.09 1.156E-005
27RV 27rv.dat 312.5 37.1 1.144E-005
28RV 28rv.dat 312.5 37.1 1.162E-005
29RV 29rv.dat 315 36.81 1.200E-005
30RV 30rv.dat 315 36.81 1.189E-005
31RV 31rv.dat 315 36.81 1.169E-005
32RV 32rv.dat 317.6 36.51 1.177E-005
33RV 33rv.dat 317.5 36.52 1.202E-005
34RV 34rv.dat 317.5 36.52 1.210E-005
35RV 35rv.dat 320.1 36.22 1.284E-005
36RV 36rv.dat 320 36.23 1.287E-005
37RV 37rv.dat 320 36.23 1.348E-005
38RV 38rv.dat 322.5 35.95 1.454E-005
39RV 39rv.dat 322.5 35.95 1.421E-005
40RV 40rv.dat 322.4 35.96 1.464E-005
41RV 41rv.dat 325.1 35.66 1.534E-005
42RV 42rv.dat 325 35.67 1.582E-005
43RV 43rv.dat 325 35.67 1.599E-005
44RV 44rv.dat 327.6 35.39 1.655E-005
45RV 45rv.dat 327.6 35.39 1.687E-005
46RV 46rv.dat 327.5 35.4 1.660E-005
47RV 47rv.dat 330.1 35.12 1.837E-005
48RV 48rv.dat 330.1 35.12 1.867E-005
49RV 49rv.dat 329.9 35.14 1.766E-005
50RV 50rv.dat 332.6 34.86 1.981E-005
51RV 51rv.dat 332.5 34.87 1.941E-005
52RV 52rv.dat 332.6 34.86 1.977E-005
53RV 53rv.dat 332.5 34.87 2.017E-005
54RV 54rv.dat 335 34.61 2.126E-005
55RV 55rv.dat 335.1 34.6 2.155E-005
56RV 56rv.dat 335 34.61 2.202E-005
57RV 57rv.dat 337.5 34.35 2.346E-005
58RV 58rv.dat 337.5 34.35 2.416E-005
59RV 59rv.dat 337.5 34.35 2.433E-005
60RV 60rv.dat 340.1 34.09 2.575E-005
61RV 61rv.dat 340 34.1 2.604E-005
62RV 62rv.dat 339.9 34.11 2.672E-005
