name time T kT_1 I
01RV 01rv.dat 292.1 39.69 1.405E-006
02RV 02rv.dat 292.1 39.69 1.362E-006
03RV 03rv.dat 555 20.89 1.366E-006
04RV 04rv.dat 294.1 39.42 1.636E-006
05RV 05rv.dat 293.8 39.46 1.686E-006
06RV 06rv.dat 295.1 39.29 1.804E-006
07RV 07rv.dat 295 39.3 1.738E-006
08RV 08rv.dat 295 39.3 1.707E-006
09RV 09rv.dat 297.6 38.96 2.024E-006
10RV 10rv.dat 297.5 38.97 2.014E-006
11RV 11rv.dat 297.5 38.97 2.005E-006
12RV 12rv.dat 300.1 38.63 2.117E-006
13RV 13rv.dat 300 38.65 2.232E-006
14RV 14rv.dat 302.6 38.32 2.240E-006
15RV 15rv.dat 302.5 38.33 2.178E-006
16RV 16rv.dat 302.5 38.33 2.181E-006
17RV 17rv.dat 305.1 38 2.444E-006
18RV 18rv.dat 305 38.01 2.448E-006
19RV 19rv.dat 305 38.01 2.322E-006
20RV 20rv.dat 307.5 37.7 2.606E-006
21RV 21rv.dat 307.5 37.7 2.648E-006
22RV 22rv.dat 307.5 37.7 2.548E-006
23RV 23rv.dat 310 37.4 2.673E-006
24RV 24rv.dat 310 37.4 2.687E-006
25RV 25rv.dat 310 37.4 2.720E-006
26RV 26rv.dat 312.6 37.09 2.933E-006
27RV 27rv.dat 312.5 37.1 2.874E-006
28RV 28rv.dat 312.5 37.1 2.866E-006
29RV 29rv.dat 315 36.81 2.944E-006
30RV 30rv.dat 315 36.81 2.974E-006
31RV 31rv.dat 315 36.81 2.833E-006
32RV 32rv.dat 317.6 36.51 3.083E-006
33RV 33rv.dat 317.5 36.52 3.136E-006
34RV 34rv.dat 317.5 36.52 3.079E-006
35RV 35rv.dat 320.1 36.22 3.385E-006
36RV 36rv.dat 320 36.23 3.302E-006
37RV 37rv.dat 320 36.23 3.359E-006
38RV 38rv.dat 322.5 35.95 3.764E-006
39RV 39rv.dat 322.5 35.95 3.735E-006
40RV 40rv.dat 322.4 35.96 3.632E-006
41RV 41rv.dat 325.1 35.66 3.963E-006
42RV 42rv.dat 325 35.67 3.959E-006
43RV 43rv.dat 325 35.67 4.040E-006
44RV 44rv.dat 327.6 35.39 4.320E-006
45RV 45rv.dat 327.6 35.39 4.397E-006
46RV 46rv.dat 327.5 35.4 4.259E-006
47RV 47rv.dat 330.1 35.12 4.660E-006
48RV 48rv.dat 330.1 35.12 4.676E-006
49RV 49rv.dat 329.9 35.14 4.687E-006
50RV 50rv.dat 332.6 34.86 5.268E-006
51RV 51rv.dat 332.5 34.87 5.078E-006
52RV 52rv.dat 332.6 34.86 5.151E-006
53RV 53rv.dat 332.5 34.87 5.250E-006
54RV 54rv.dat 335 34.61 5.732E-006
55RV 55rv.dat 335.1 34.6 5.659E-006
56RV 56rv.dat 335 34.61 5.730E-006
57RV 57rv.dat 337.5 34.35 6.196E-006
58RV 58rv.dat 337.5 34.35 6.370E-006
59RV 59rv.dat 337.5 34.35 6.542E-006
60RV 60rv.dat 340.1 34.09 7.041E-006
61RV 61rv.dat 340 34.1 7.019E-006
62RV 62rv.dat 339.9 34.11 7.090E-006
