fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0UL1 9:23 302.5 38.33 1.000E+000 1.715E+000 1.207E-010 7.083E+002 2.968E+000 7.307E-006 1.816E-004 1.118E-001 1.811E-004 5.296E-006 2.614E-001 5.740E-002 9.210E-005 1.516E-003 
0UL2 9:51 306 37.89 1.000E+000 1.672E+000 1.994E-010 7.249E+002 2.846E+000 7.346E-006 1.842E-004 1.144E-001 1.837E-004 5.533E-006 2.632E-001 5.900E-002 9.362E-005 1.848E-003 
0UL3 10:10 308.9 37.53 1.000E+000 1.686E+000 3.200E-010 7.383E+002 2.846E+000 8.491E-006 1.855E-004 1.148E-001 1.851E-004 5.627E-006 2.649E-001 5.940E-002 9.458E-005 1.560E-003 
0UL4 10:32 311 37.28 1.000E+000 1.739E+000 4.425E-010 7.478E+002 2.796E+000 8.814E-006 1.860E-004 1.151E-001 1.856E-004 5.684E-006 2.661E-001 5.970E-002 9.506E-005 1.297E-003 
0UL5 10:49 313.2 37.02 1.000E+000 1.770E+000 6.317E-010 7.574E+002 2.791E+000 9.739E-006 1.865E-004 1.148E-001 1.860E-004 5.708E-006 2.674E-001 5.970E-002 9.545E-005 1.339E-003 
0UL6 11:15 315.8 36.71 1.000E+000 1.768E+000 9.065E-010 7.684E+002 2.750E+000 1.049E-005 1.857E-004 1.138E-001 1.852E-004 5.667E-006 2.688E-001 5.940E-002 9.524E-005 3.435E-003 
0UL8 11:59 321.1 36.11 1.000E+000 1.699E+000 1.952E-009 7.890E+002 2.701E+000 1.294E-005 1.877E-004 1.124E-001 1.872E-004 5.729E-006 2.723E-001 5.900E-002 9.693E-005 4.340E-003 
0UL9 12:17 324.6 35.72 1.000E+000 1.778E+000 3.233E-009 8.011E+002 2.690E+000 1.517E-005 1.878E-004 1.101E-001 1.874E-004 5.657E-006 2.742E-001 5.800E-002 9.737E-005 8.655E-003 
UL11 12:56 329.7 35.17 1.000E+000 1.729E+000 6.699E-009 8.161E+002 2.650E+000 1.883E-005 1.876E-004 1.057E-001 1.871E-004 5.480E-006 2.770E-001 5.600E-002 9.769E-005 9.764E-004 
UL12 13:18 332.6 34.86 1.000E+000 1.657E+000 1.007E-008 8.231E+002 2.635E+000 2.133E-005 1.857E-004 1.022E-001 1.853E-004 5.267E-006 2.780E-001 5.420E-002 9.700E-005 3.377E-003 
