N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -8.214213600E-02 -8.313975300E-02 -8.301767400E-02 -8.147349600E-02
1.600000000E+01 2.740932400E-02 2.767384000E-02 2.739777900E-02 2.707711000E-02
1.700000000E+01 5.901574400E-02 5.898165300E-02 5.782274700E-02 5.835774500E-02
1.549996187E+01 -1.606190200E-02 -1.473153300E-02 -1.302671000E-02 -1.234654200E-02
1.649996187E+01 4.646743700E-02 4.725437200E-02 4.732043300E-02 4.733380500E-02
1.674996808E+01 5.550677300E-02 5.423346600E-02 5.481069800E-02 5.484323400E-02
1.624993176E+01 3.694621000E-02 3.718535100E-02 3.713355300E-02 3.674099500E-02
1.574996808E+01 1.515201100E-02 1.559342200E-02 1.559457900E-02 1.618254500E-02
1.524993176E+01 -1.010832510E-01 -9.375117800E-02 -9.040941200E-02 -8.948948600E-02
