N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 9.249681000E-03 9.766158000E-03 1.004023900E-02 1.015115100E-02
1.600000000E+01 1.961197500E-02 1.847642500E-02 1.707227200E-02 1.585190300E-02
1.700000000E+01 7.329296400E-02 7.479455600E-02 7.359955000E-02 7.383087800E-02
1.549996187E+01 -1.147641410E-01 -1.310390010E-01 -1.430575640E-01 -1.527476470E-01
1.649996187E+01 5.502593400E-02 5.737597900E-02 5.850811100E-02 5.927051900E-02
1.674996808E+01 6.821113400E-02 6.858582400E-02 7.010872400E-02 7.060896000E-02
1.624993176E+01 3.957504300E-02 4.048734700E-02 4.093035000E-02 4.092743500E-02
1.574996808E+01 -1.744119900E-02 -2.335952600E-02 -2.846456100E-02 -3.199997300E-02
1.524993176E+01 -1.532017200E-01 -1.448503950E-01 -1.367081250E-01 -1.290282220E-01
