N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 7.945950000E-03 7.473185000E-03 7.432220000E-03 7.651496000E-03 8.158642000E-03 8.879759000E-03 9.987929000E-03 1.135743700E-02 1.279689000E-02 1.419393000E-02 1.519426200E-02
1.016672606E+01 5.873731000E-03 5.490644000E-03 5.423173000E-03 5.535908000E-03 5.850451000E-03 6.309362000E-03 7.052582000E-03 7.985668000E-03 8.972320000E-03 9.944532000E-03 1.065078600E-02
1.033324570E+01 4.262045000E-03 3.967227000E-03 3.899496000E-03 3.955575000E-03 4.151726000E-03 4.444343000E-03 4.942030000E-03 5.575039000E-03 6.246995000E-03 6.917352000E-03 7.409447000E-03
1.049996187E+01 3.047275000E-03 2.827916000E-03 2.769796000E-03 2.796423000E-03 2.919655000E-03 3.107208000E-03 3.440651000E-03 3.869314000E-03 4.325641000E-03 4.785606000E-03 5.126430000E-03
1.066670514E+01 2.155511000E-03 1.995713000E-03 1.949256000E-03 1.960713000E-03 2.038601000E-03 2.159454000E-03 2.383026000E-03 2.673120000E-03 2.982735000E-03 3.297735000E-03 3.533559000E-03
1.083333839E+01 1.514330000E-03 1.399290000E-03 1.363338000E-03 1.366969000E-03 1.416218000E-03 1.494302000E-03 1.644243000E-03 1.840461000E-03 2.050524000E-03 2.266242000E-03 2.429913000E-03
1.100000000E+01 1.060476000E-03 9.780190000E-04 9.504830000E-04 9.500180000E-04 9.809050000E-04 1.031280000E-03 1.131686000E-03 1.264279000E-03 1.406843000E-03 1.554764000E-03 1.669010000E-03
1.116672606E+01 7.428610000E-04 6.836340000E-04 6.624340000E-04 6.598100000E-04 6.787470000E-04 7.109320000E-04 7.779430000E-04 8.673800000E-04 9.641440000E-04 1.065810000E-03 1.146319000E-03
1.133324570E+01 5.239700000E-04 4.794960000E-04 4.629250000E-04 4.591290000E-04 4.702090000E-04 4.903680000E-04 5.347700000E-04 5.949180000E-04 6.605640000E-04 7.307180000E-04 7.881730000E-04
1.149996187E+01 3.728150000E-04 3.410970000E-04 3.254550000E-04 3.210230000E-04 3.269000000E-04 3.390380000E-04 3.681370000E-04 4.083570000E-04 4.528570000E-04 5.015170000E-04 5.431720000E-04
1.166670514E+01 2.677420000E-04 2.461010000E-04 2.334580000E-04 2.263230000E-04 2.287380000E-04 2.355090000E-04 2.542280000E-04 2.808890000E-04 3.109940000E-04 3.449560000E-04 3.757580000E-04
1.183333839E+01 1.951170000E-04 1.782560000E-04 1.689420000E-04 1.615780000E-04 1.616990000E-04 1.648780000E-04 1.765460000E-04 1.939880000E-04 2.142560000E-04 2.381390000E-04 2.613770000E-04
1.200000000E+01 1.451750000E-04 1.316730000E-04 1.236370000E-04 1.183260000E-04 1.160210000E-04 1.168190000E-04 1.237120000E-04 1.348600000E-04 1.484120000E-04 1.653430000E-04 1.832130000E-04
1.216672606E+01 1.107370000E-04 9.979200000E-05 9.272000000E-05 8.766300000E-05 8.499000000E-05 8.422400000E-05 8.788800000E-05 9.476300000E-05 1.036830000E-04 1.157450000E-04 1.296860000E-04
1.233324570E+01 8.673700000E-05 7.802000000E-05 7.190400000E-05 6.702300000E-05 6.393200000E-05 6.217900000E-05 6.369500000E-05 6.764800000E-05 7.336100000E-05 8.197200000E-05 9.291500000E-05
1.249996187E+01 6.970600000E-05 6.256300000E-05 5.718800000E-05 5.271100000E-05 4.960400000E-05 4.728100000E-05 4.739800000E-05 4.939500000E-05 5.287500000E-05 5.897300000E-05 6.754200000E-05
1.266670514E+01 5.724500000E-05 5.144600000E-05 4.685900000E-05 4.286700000E-05 3.975900000E-05 3.716900000E-05 3.641700000E-05 3.710800000E-05 3.907100000E-05 4.329800000E-05 4.995400000E-05
1.283333839E+01 4.772800000E-05 4.306000000E-05 3.926900000E-05 3.575800000E-05 3.281400000E-05 3.018800000E-05 2.894200000E-05 2.881800000E-05 2.973400000E-05 3.261500000E-05 3.774600000E-05
1.300000000E+01 4.011900000E-05 3.646500000E-05 3.335900000E-05 3.037900000E-05 2.772000000E-05 2.521400000E-05 2.374300000E-05 2.313300000E-05 2.336100000E-05 2.528200000E-05 2.920100000E-05
