T d154 d184 d214 d244
d 150 180 210 240
290 1.675071700E-02 1.710693000E-02 1.784750100E-02 1.812825700E-02
295 1.590997000E-02 1.658030200E-02 1.738610400E-02 1.765412100E-02
300 1.392070100E-02 1.465786400E-02 1.553567900E-02 1.582524300E-02
305 9.448930000E-03 1.037776400E-02 1.129823600E-02 1.168263900E-02
310 2.379830000E-04 1.589634000E-03 2.669887000E-03 3.143649000E-03
315 -1.843027300E-02 -1.513497600E-02 -1.362903400E-02 -1.308681700E-02
320 -5.012994300E-02 -4.531953200E-02 -4.313762500E-02 -4.275819700E-02
325 -1.011097750E-01 -9.377338900E-02 -9.042883800E-02 -8.950711500E-02
330 -1.510384570E-01 -1.502488550E-01 -1.485143610E-01 -1.460255620E-01
335 -9.450183700E-02 -9.447188700E-02 -9.270229500E-02 -8.936143900E-02
340 3.517928000E-03 1.914563000E-03 2.959801000E-03 4.511473000E-03
