T d154 d184 d214 d244
d 150 180 210 240
290 1.294020900E-02 1.268299200E-02 1.296695000E-02 1.288513600E-02
295 9.376689000E-03 8.702575000E-03 8.360884000E-03 7.686744000E-03
300 1.322271000E-03 -7.288350000E-04 -2.305887000E-03 -4.040808000E-03
305 -1.570658200E-02 -2.034648800E-02 -2.426271100E-02 -2.801668200E-02
310 -4.930729200E-02 -5.849236800E-02 -6.635992600E-02 -7.347141400E-02
315 -1.106819930E-01 -1.254990430E-01 -1.389566820E-01 -1.504495030E-01
320 -1.787308570E-01 -1.745051410E-01 -1.699854140E-01 -1.654722420E-01
325 -1.530827210E-01 -1.443891750E-01 -1.358802410E-01 -1.277526990E-01
330 -9.492836400E-02 -7.851855300E-02 -6.325608900E-02 -4.924433700E-02
335 8.878810000E-03 9.224388000E-03 9.405793000E-03 9.476572000E-03
340 1.522786100E-02 1.540618500E-02 1.543609200E-02 1.536717700E-02
