T d154 d184 d214 d244
d 150 180 210 240
290 1.577611100E-02 1.629384000E-02 1.725970200E-02 1.778870300E-02
295 1.436062800E-02 1.521414000E-02 1.626065900E-02 1.680416300E-02
300 1.106714600E-02 1.206754900E-02 1.327715700E-02 1.393354800E-02
305 3.884176000E-03 5.282562000E-03 6.800871000E-03 7.750605000E-03
310 -1.070140700E-02 -8.402229000E-03 -6.159160000E-03 -4.651303000E-03
315 -3.936095700E-02 -3.414148000E-02 -3.049697100E-02 -2.786759500E-02
320 -8.770520100E-02 -7.930291800E-02 -7.289668000E-02 -6.894022200E-02
325 -1.609205790E-01 -1.478508240E-01 -1.375776690E-01 -1.307350230E-01
330 -1.331711430E-01 -1.314145480E-01 -1.302428300E-01 -1.291332980E-01
335 -5.787001500E-02 -5.605316800E-02 -5.567653700E-02 -5.546634700E-02
340 7.301238000E-03 6.281099000E-03 5.589164000E-03 5.178442000E-03
