T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.193247795E+00 1.193285631E+00 1.193340948E+00 1.193421770E+00 1.193539651E+00 1.193711133E+00 1.193959607E+00 1.194317599E+00 1.194835962E+00 1.195559827E+00 1.196567039E+00 1.197945312E+00 1.199772569E+00 1.202127676E+00 1.205059132E+00 1.208570446E+00 1.212618885E+00 1.217133016E+00 1.222018191E+00
295 1.194517503E+00 1.194551983E+00 1.194602404E+00 1.194676045E+00 1.194783416E+00 1.194939480E+00 1.195165388E+00 1.195490376E+00 1.195963240E+00 1.196617247E+00 1.197529711E+00 1.198762223E+00 1.200392909E+00 1.202489971E+00 1.205099068E+00 1.208220898E+00 1.211829163E+00 1.215877839E+00 1.220285813E+00
300 1.195945732E+00 1.195978931E+00 1.196027470E+00 1.196098311E+00 1.196201479E+00 1.196351193E+00 1.196567391E+00 1.196877400E+00 1.197329184E+00 1.197945906E+00 1.198801286E+00 1.199944328E+00 1.201444177E+00 1.203353921E+00 1.205706746E+00 1.208520434E+00 1.211739608E+00 1.215368433E+00 1.219335162E+00
305 1.196832703E+00 1.196868644E+00 1.196921133E+00 1.196997622E+00 1.197108731E+00 1.197269407E+00 1.197500252E+00 1.197828942E+00 1.198303050E+00 1.198940648E+00 1.199809967E+00 1.200949443E+00 1.202420366E+00 1.204250710E+00 1.206465389E+00 1.209054995E+00 1.212008933E+00 1.215284286E+00 1.218846139E+00
310 1.195972901E+00 1.196020122E+00 1.196088958E+00 1.196188988E+00 1.196333725E+00 1.196541796E+00 1.196838239E+00 1.197255341E+00 1.197832373E+00 1.198614954E+00 1.199643084E+00 1.200946731E+00 1.202558982E+00 1.204477155E+00 1.206708441E+00 1.209225361E+00 1.212003065E+00 1.215014158E+00 1.218236072E+00
315 1.190528230E+00 1.190607647E+00 1.190723182E+00 1.190890570E+00 1.191131684E+00 1.191476059E+00 1.191962092E+00 1.192636663E+00 1.193551770E+00 1.194756308E+00 1.196282820E+00 1.198133279E+00 1.200273320E+00 1.202643582E+00 1.205184058E+00 1.207853303E+00 1.210629913E+00 1.213505190E+00 1.216476058E+00
320 1.174871268E+00 1.175029427E+00 1.175259247E+00 1.175591653E+00 1.176069214E+00 1.176748756E+00 1.177702352E+00 1.179014685E+00 1.180772345E+00 1.183041790E+00 1.185835836E+00 1.189080802E+00 1.192610491E+00 1.196210942E+00 1.199702479E+00 1.203001934E+00 1.206112856E+00 1.209084994E+00 1.211968503E+00
325 1.136793197E+00 1.137124784E+00 1.137606556E+00 1.138303231E+00 1.139303806E+00 1.140726610E+00 1.142721161E+00 1.145460775E+00 1.149117456E+00 1.153809234E+00 1.159519734E+00 1.166017430E+00 1.172840409E+00 1.179413449E+00 1.185273557E+00 1.190234591E+00 1.194379842E+00 1.197909929E+00 1.201012699E+00
330 1.058463354E+00 1.059089428E+00 1.060000053E+00 1.061318989E+00 1.063217600E+00 1.065926147E+00 1.069739975E+00 1.075009796E+00 1.082097507E+00 1.091274262E+00 1.102548975E+00 1.115469770E+00 1.129041069E+00 1.141930377E+00 1.152991806E+00 1.161737927E+00 1.168377153E+00 1.173442188E+00 1.177437143E+00
335 1.008884255E+00 1.008886409E+00 1.008889679E+00 1.008894707E+00 1.008902568E+00 1.008915107E+00 1.008935557E+00 1.008969658E+00 1.009027590E+00 1.009127072E+00 1.009297745E+00 1.021729947E+00 1.045705341E+00 1.069094344E+00 1.089377139E+00 1.105189802E+00 1.116699535E+00 1.124951981E+00 1.131026503E+00
340 1.010139272E+00 1.010132561E+00 1.010122918E+00 1.010109204E+00 1.010090003E+00 1.010063757E+00 1.010029211E+00 1.009986514E+00 1.009939475E+00 1.009899647E+00 1.009892510E+00 1.009964939E+00 1.010190060E+00 1.010663883E+00 1.011489939E+00 1.012757263E+00 1.028657635E+00 1.041641179E+00 1.051074850E+00
