Ytrue por T Ypred RelError
2.263500e+02 0.000000e+00 3.000000e+02 2.269778e+02 2.773748e-03
1.501700e+01 1.000000e+01 3.000000e+02 1.499617e+01 1.386794e-03
8.173000e+00 2.000000e+01 3.000000e+02 8.071889e+00 1.237138e-02
5.363000e+00 3.000000e+01 3.000000e+02 5.126855e+00 4.403227e-02
3.077000e+00 4.000000e+01 3.000000e+02 3.189429e+00 3.653844e-02
1.845000e+00 5.000000e+01 3.000000e+02 1.868578e+00 1.277949e-02
1.262000e+00 6.000000e+01 3.000000e+02 1.161193e+00 7.987876e-02
1.009000e+00 7.000000e+01 3.000000e+02 1.053420e+00 4.402386e-02
2.910000e+00 4.000000e+01 4.000000e+02 3.008474e+00 3.383970e-02
2.820000e+00 4.000000e+01 5.000000e+02 2.856818e+00 1.305587e-02
2.743000e+00 4.000000e+01 6.000000e+02 2.727142e+00 5.781359e-03
2.624000e+00 4.000000e+01 7.000000e+02 2.614910e+00 3.464302e-03
2.490000e+00 4.000000e+01 8.000000e+02 2.517040e+00 1.085942e-02
2.481000e+00 4.000000e+01 9.000000e+02 2.431304e+00 2.003083e-02
2.405000e+00 4.000000e+01 1.000000e+03 2.356012e+00 2.036920e-02
7.895000e+00 2.000000e+01 4.000000e+02 7.727712e+00 2.118909e-02
7.256000e+00 2.000000e+01 5.000000e+02 7.342315e+00 1.189574e-02
6.745000e+00 2.000000e+01 6.000000e+02 6.938120e+00 2.863151e-02
6.558000e+00 2.000000e+01 7.000000e+02 6.535761e+00 3.391067e-03
6.120000e+00 2.000000e+01 8.000000e+02 6.153679e+00 5.503085e-03
5.731000e+00 2.000000e+01 9.000000e+02 5.807649e+00 1.337452e-02
5.509000e+00 2.000000e+01 1.000000e+03 5.510404e+00 2.547754e-04
1.617300e+02 0.000000e+00 4.000000e+02 1.588678e+02 1.769735e-02
1.213900e+02 0.000000e+00 5.000000e+02 1.223117e+02 7.593105e-03
9.503000e+01 0.000000e+00 6.000000e+02 9.940059e+01 4.599163e-02
8.385000e+01 0.000000e+00 7.000000e+02 8.359280e+01 3.067341e-03
7.480000e+01 0.000000e+00 8.000000e+02 7.194706e+01 3.814097e-02
6.475000e+01 0.000000e+00 9.000000e+02 6.296130e+01 2.762478e-02
5.464000e+01 0.000000e+00 1.000000e+03 5.580157e+01 2.125856e-02
