Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 2.500000e+02 2.892917e+02 2.882917e+02
1.000000e+00 0.000000e+00 2.600000e+02 2.742146e+02 2.732146e+02
1.000000e+00 0.000000e+00 2.700000e+02 2.606400e+02 2.596400e+02
1.000000e+00 0.000000e+00 2.800000e+02 2.483541e+02 2.473541e+02
1.000000e+00 0.000000e+00 2.900000e+02 2.371816e+02 2.361816e+02
1.000000e+00 0.000000e+00 3.000000e+02 2.269778e+02 2.259778e+02
1.000000e+00 0.000000e+00 3.100000e+02 2.176219e+02 2.166219e+02
1.000000e+00 0.000000e+00 3.200000e+02 2.090123e+02 2.080123e+02
1.000000e+00 0.000000e+00 3.300000e+02 2.010630e+02 2.000630e+02
1.000000e+00 0.000000e+00 3.400000e+02 1.937007e+02 1.927007e+02
1.000000e+00 0.000000e+00 3.500000e+02 1.868627e+02 1.858627e+02
1.000000e+00 0.000000e+00 3.600000e+02 1.804947e+02 1.794947e+02
1.000000e+00 0.000000e+00 3.700000e+02 1.745497e+02 1.735497e+02
1.000000e+00 0.000000e+00 3.800000e+02 1.689867e+02 1.679867e+02
1.000000e+00 0.000000e+00 3.900000e+02 1.637699e+02 1.627699e+02
1.000000e+00 0.000000e+00 4.000000e+02 1.588678e+02 1.578678e+02
1.000000e+00 0.000000e+00 4.100000e+02 1.542526e+02 1.532526e+02
1.000000e+00 0.000000e+00 4.200000e+02 1.498995e+02 1.488995e+02
1.000000e+00 0.000000e+00 4.300000e+02 1.457867e+02 1.447867e+02
1.000000e+00 0.000000e+00 4.400000e+02 1.418947e+02 1.408947e+02
1.000000e+00 0.000000e+00 4.500000e+02 1.382059e+02 1.372059e+02
1.000000e+00 0.000000e+00 4.600000e+02 1.347046e+02 1.337046e+02
1.000000e+00 0.000000e+00 4.700000e+02 1.313767e+02 1.303767e+02
1.000000e+00 0.000000e+00 4.800000e+02 1.282095e+02 1.272095e+02
1.000000e+00 0.000000e+00 4.900000e+02 1.251913e+02 1.241913e+02
1.000000e+00 0.000000e+00 5.000000e+02 1.223117e+02 1.213117e+02
1.000000e+00 0.000000e+00 5.100000e+02 1.195612e+02 1.185612e+02
1.000000e+00 0.000000e+00 5.200000e+02 1.169312e+02 1.159312e+02
1.000000e+00 0.000000e+00 5.300000e+02 1.144136e+02 1.134136e+02
1.000000e+00 0.000000e+00 5.400000e+02 1.120012e+02 1.110012e+02
1.000000e+00 0.000000e+00 5.500000e+02 1.096875e+02 1.086875e+02
1.000000e+00 0.000000e+00 5.600000e+02 1.074663e+02 1.064663e+02
1.000000e+00 0.000000e+00 5.700000e+02 1.053319e+02 1.043319e+02
1.000000e+00 0.000000e+00 5.800000e+02 1.032793e+02 1.022793e+02
1.000000e+00 0.000000e+00 5.900000e+02 1.013037e+02 1.003037e+02
1.000000e+00 0.000000e+00 6.000000e+02 9.940059e+01 9.840059e+01
1.000000e+00 0.000000e+00 6.100000e+02 9.756598e+01 9.656598e+01
1.000000e+00 0.000000e+00 6.200000e+02 9.579609e+01 9.479609e+01
1.000000e+00 0.000000e+00 6.300000e+02 9.408739e+01 9.308739e+01
1.000000e+00 0.000000e+00 6.400000e+02 9.243663e+01 9.143663e+01
1.000000e+00 0.000000e+00 6.500000e+02 9.084079e+01 8.984079e+01
1.000000e+00 0.000000e+00 6.600000e+02 8.929703e+01 8.829703e+01
1.000000e+00 0.000000e+00 6.700000e+02 8.780273e+01 8.680273e+01
1.000000e+00 0.000000e+00 6.800000e+02 8.635543e+01 8.535543e+01
1.000000e+00 0.000000e+00 6.900000e+02 8.495284e+01 8.395284e+01
1.000000e+00 0.000000e+00 7.000000e+02 8.359280e+01 8.259280e+01
1.000000e+00 0.000000e+00 7.100000e+02 8.227332e+01 8.127332e+01
1.000000e+00 0.000000e+00 7.200000e+02 8.099251e+01 7.999251e+01
1.000000e+00 0.000000e+00 7.300000e+02 7.974860e+01 7.874860e+01
1.000000e+00 0.000000e+00 7.400000e+02 7.853993e+01 7.753993e+01
1.000000e+00 0.000000e+00 7.500000e+02 7.736495e+01 7.636495e+01
1.000000e+00 0.000000e+00 7.600000e+02 7.622220e+01 7.522220e+01
1.000000e+00 0.000000e+00 7.700000e+02 7.511029e+01 7.411029e+01
1.000000e+00 0.000000e+00 7.800000e+02 7.402794e+01 7.302794e+01
1.000000e+00 0.000000e+00 7.900000e+02 7.297391e+01 7.197391e+01
1.000000e+00 0.000000e+00 8.000000e+02 7.194706e+01 7.094706e+01
1.000000e+00 0.000000e+00 8.100000e+02 7.094629e+01 6.994629e+01
1.000000e+00 0.000000e+00 8.200000e+02 6.997059e+01 6.897059e+01
1.000000e+00 0.000000e+00 8.300000e+02 6.901899e+01 6.801899e+01
1.000000e+00 0.000000e+00 8.400000e+02 6.809056e+01 6.709056e+01
1.000000e+00 0.000000e+00 8.500000e+02 6.718444e+01 6.618444e+01
1.000000e+00 0.000000e+00 8.600000e+02 6.629982e+01 6.529982e+01
1.000000e+00 0.000000e+00 8.700000e+02 6.543591e+01 6.443591e+01
1.000000e+00 0.000000e+00 8.800000e+02 6.459197e+01 6.359197e+01
1.000000e+00 0.000000e+00 8.900000e+02 6.376732e+01 6.276732e+01
1.000000e+00 0.000000e+00 9.000000e+02 6.296130e+01 6.196130e+01
1.000000e+00 0.000000e+00 9.100000e+02 6.217326e+01 6.117326e+01
1.000000e+00 0.000000e+00 9.200000e+02 6.140262e+01 6.040262e+01
1.000000e+00 0.000000e+00 9.300000e+02 6.064882e+01 5.964882e+01
1.000000e+00 0.000000e+00 9.400000e+02 5.991131e+01 5.891131e+01
1.000000e+00 0.000000e+00 9.500000e+02 5.918959e+01 5.818959e+01
1.000000e+00 0.000000e+00 9.600000e+02 5.848317e+01 5.748317e+01
