N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.198183553E+00 1.197941534E+00 1.197471574E+00 1.195405365E+00 1.188967810E+00 1.171258305E+00 1.129289486E+00 1.045297291E+00 1.015180203E+00 1.017234116E+00 1.021828440E+00
1.600000000E+01 1.224327699E+00 1.225360357E+00 1.227099839E+00 1.228788529E+00 1.231200826E+00 1.233581738E+00 1.235596201E+00 1.237525601E+00 1.238913135E+00 1.238934658E+00 1.237851850E+00
1.700000000E+01 1.263227525E+00 1.263984320E+00 1.265771958E+00 1.268080641E+00 1.270987984E+00 1.274138619E+00 1.276996033E+00 1.279928238E+00 1.282511857E+00 1.283976235E+00 1.284943285E+00
1.549996187E+01 1.207667468E+00 1.208586159E+00 1.209744847E+00 1.211467346E+00 1.213282311E+00 1.214520197E+00 1.214975984E+00 1.212945698E+00 1.205359422E+00 1.186593034E+00 1.145743084E+00
1.649996187E+01 1.233558928E+00 1.234939725E+00 1.236755358E+00 1.239411241E+00 1.242469653E+00 1.245375336E+00 1.248793788E+00 1.251670787E+00 1.253671164E+00 1.255452930E+00 1.256435589E+00
1.674996808E+01 1.245135148E+00 1.246090919E+00 1.247628524E+00 1.250228917E+00 1.253435526E+00 1.256324338E+00 1.259757845E+00 1.262716941E+00 1.264842451E+00 1.266853193E+00 1.267973507E+00
1.624993176E+01 1.228580154E+00 1.230034634E+00 1.232057189E+00 1.234287779E+00 1.237005335E+00 1.239878759E+00 1.242405846E+00 1.244889076E+00 1.246876710E+00 1.247739754E+00 1.248106090E+00
1.574996808E+01 1.216595586E+00 1.217080402E+00 1.218494932E+00 1.220390301E+00 1.222310045E+00 1.224159258E+00 1.225663212E+00 1.227230725E+00 1.226831981E+00 1.223947591E+00 1.215879001E+00
1.524993176E+01 1.202828385E+00 1.203247940E+00 1.204274819E+00 1.205290311E+00 1.205600654E+00 1.203659033E+00 1.196653795E+00 1.177568138E+00 1.134379151E+00 1.051007089E+00 1.011582560E+00
