N x
1.3793923E+0 1.4535738E+21
1.3672351E+0 1.4838781E+21
1.3554721E+0 1.5221172E+21
1.3437100E+0 1.5521248E+21
1.3322020E+0 1.5845221E+21
1.3207169E+0 1.5887558E+21
1.3090691E+0 1.5783154E+21
1.2972234E+0 1.5655256E+21
1.2851673E+0 1.5702707E+21
1.2731728E+0 1.5843156E+21
1.2611041E+0 1.5815311E+21
1.2488353E+0 1.5757678E+21
1.2364383E+0 1.5663271E+21
1.2237706E+0 1.5572182E+21
1.2109673E+0 1.5742723E+21
1.1983122E+0 1.5711893E+21
1.1851829E+0 1.5542668E+21
1.1719624E+0 1.5701453E+21
1.1588071E+0 1.5537411E+21
1.1449973E+0 1.5553704E+21
1.1315574E+0 1.5602762E+21
1.1174986E+0 1.5290036E+21
1.1031474E+0 1.5386576E+21
1.0889047E+0 1.5376272E+21
1.0741518E+0 1.5312234E+21
1.0593949E+0 1.5480612E+21
1.0445552E+0 1.4453608E+21
1.0272076E+0 1.4386458E+21
1.0117411E+0 1.5419384E+21
9.9609235E-1 1.5335049E+21
9.7995838E-1 1.5030626E+21
9.6312834E-1 1.5005989E+21
9.4637658E-1 1.5173435E+21
9.2932249E-1 1.4980186E+21
9.1149734E-1 1.4891493E+21
8.9356204E-1 1.4853671E+21
8.7491385E-1 1.4735223E+21
8.5590573E-1 1.4762474E+21
8.3649110E-1 1.4708718E+21
8.1644192E-1 1.4709777E+21
7.9606840E-1 1.4774128E+21
