fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 59350 340.15 34.086 1.000000000E+00 9.342077270E-01 2.824720955E-08 1.000000000E+20 4.240821175E+00 4.183232266E-05 1.985484915E-02 
00D2 59472 339.87 34.114 1.000000000E+00 8.986574094E-01 2.608051291E-08 1.000000000E+20 4.154358929E+00 4.042510245E-05 2.031079776E-02 
00D3 59572 339.94 34.107 1.000000000E+00 8.957591622E-01 2.590776329E-08 1.000000000E+20 4.168407616E+00 4.070228053E-05 1.935670111E-02 
00D4 59672 340 34.101 1.000000000E+00 9.518344328E-01 2.615035185E-08 1.000000000E+20 4.238088655E+00 4.169028852E-05 3.937900344E-02 
00D5 59778 340.04 34.097 1.000000000E+00 9.325497590E-01 2.575966217E-08 1.000000000E+20 4.252860177E+00 4.198350794E-05 2.047958000E-02 
00D6 59876 340.03 34.098 1.000000000E+00 8.651962364E-01 2.487984806E-08 1.000000000E+20 4.195067075E+00 4.112999650E-05 1.896248733E-02 
00D7 59976 340.03 34.098 1.000000000E+00 8.564754126E-01 2.452855524E-08 1.000000000E+20 4.204728557E+00 4.126340371E-05 2.012616666E-02 
00D8 60076 340.03 34.098 1.000000000E+00 8.487105734E-01 2.421918211E-08 1.000000000E+20 4.213103451E+00 4.136793641E-05 1.874488665E-02 
00D9 60174 340.02 34.099 1.000000000E+00 8.343351819E-01 2.380541019E-08 1.000000000E+20 4.200597491E+00 4.119497361E-05 1.866440239E-02 
0D10 60272 340.01 34.1 1.000000000E+00 8.360294054E-01 2.373604024E-08 1.000000000E+20 4.229328250E+00 4.157586929E-05 2.024666516E-02 
0D11 60378 340.02 34.099 1.000000000E+00 8.377696779E-01 2.370638077E-08 1.000000000E+20 4.265598174E+00 4.212186298E-05 3.601054248E-02 
0D12 60476 340.01 34.1 1.000000000E+00 8.260130958E-01 2.338455468E-08 1.000000000E+20 4.246457760E+00 4.179721773E-05 1.957820482E-02 
0D13 60576 340.01 34.1 1.000000000E+00 8.195017927E-01 2.321669082E-08 1.000000000E+20 4.254416535E+00 4.196713771E-05 2.052132344E-02 
0D14 60678 340.01 34.1 1.000000000E+00 7.955964659E-01 2.271591220E-08 1.000000000E+20 4.211480818E+00 4.140334148E-05 2.735461256E-02 
0D15 60778 340 34.101 1.000000000E+00 8.164712460E-01 2.297190977E-08 1.000000000E+20 4.254592395E+00 4.188698982E-05 1.896189569E-02 
0D16 60878 340 34.101 1.000000000E+00 8.084936348E-01 2.287176875E-08 1.000000000E+20 4.249526662E+00 4.184376693E-05 2.082624555E-02 
0D17 60974 340 34.101 1.000000000E+00 8.035978212E-01 2.275061687E-08 1.000000000E+20 4.247738141E+00 4.181041017E-05 3.633307342E-02 
0D18 61074 340 34.101 1.000000000E+00 8.072559197E-01 2.272653343E-08 1.000000000E+20 4.261799436E+00 4.200904675E-05 1.966040068E-02 
0D19 61174 340 34.101 1.000000000E+00 8.042430394E-01 2.265694244E-08 1.000000000E+20 4.261677404E+00 4.199703354E-05 2.031173834E-02 
0D20 61276 340.01 34.1 1.000000000E+00 8.040941973E-01 2.263038653E-08 1.000000000E+20 4.266485081E+00 4.213635690E-05 1.926589613E-02 
0D21 61378 340.01 34.1 1.000000000E+00 7.812601629E-01 2.219749512E-08 1.000000000E+20 4.222188156E+00 4.146947976E-05 2.012654414E-02 
0D22 61478 340.02 34.099 1.000000000E+00 7.939158260E-01 2.250025337E-08 1.000000000E+20 4.250724076E+00 4.185707008E-05 1.932898982E-02 
0D23 61578 340.01 34.1 1.000000000E+00 7.794110753E-01 2.223727318E-08 1.000000000E+20 4.248623815E+00 4.191553744E-05 1.904919603E-02 
0D24 61680 340 34.101 1.000000000E+00 7.978684768E-01 2.245778174E-08 1.000000000E+20 4.253729544E+00 4.189437850E-05 2.084208292E-02 
0D25 61782 340 34.101 1.000000000E+00 7.974166866E-01 2.244981797E-08 1.000000000E+20 4.253472085E+00 4.189106994E-05 2.002163070E-02 
0D26 61882 340.01 34.1 1.000000000E+00 7.893773544E-01 2.241368583E-08 1.000000000E+20 4.253856184E+00 4.190957200E-05 2.014289599E-02 
0D27 61976 340.01 34.1 1.000000000E+00 7.906424671E-01 2.232363581E-08 1.000000000E+20 4.250866049E+00 4.187127222E-05 2.204641925E-02 
0D28 62080 340.01 34.1 1.000000000E+00 7.837048904E-01 2.228647943E-08 1.000000000E+20 4.264927318E+00 4.213185042E-05 2.039372496E-02 
0D29 62178 339.97 34.104 1.000000000E+00 7.916050739E-01 2.237175650E-08 1.000000000E+20 4.264940095E+00 4.203938999E-05 1.934924267E-02 
0D30 62278 340.01 34.1 1.000000000E+00 1.797570826E-01 8.463395433E-09 1.000000000E+20 1.676077491E+00 1.953355634E-06 4.553640771E-01 
0D31 62374 340.01 34.1 1.000000000E+00 7.948221886E-01 2.239838286E-08 1.000000000E+20 4.255428732E+00 4.191948269E-05 2.283004698E-02 
