N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.200584332E+00 1.198655983E+00 1.197067344E+00 1.195721634E+00
1.600000000E+01 1.230486508E+00 1.229927793E+00 1.229668830E+00 1.229147563E+00
1.700000000E+01 1.270518468E+00 1.270167019E+00 1.270286247E+00 1.270516438E+00
1.549996187E+01 1.212924491E+00 1.211541004E+00 1.210502726E+00 1.209606137E+00
1.649996187E+01 1.240691126E+00 1.240555530E+00 1.240650213E+00 1.240680558E+00
1.674996808E+01 1.252015322E+00 1.251761053E+00 1.251827517E+00 1.251868054E+00
1.624993176E+01 1.235597901E+00 1.235427351E+00 1.235374071E+00 1.235369912E+00
1.574996808E+01 1.221792431E+00 1.220793478E+00 1.220020172E+00 1.219391626E+00
1.524993176E+01 1.207443889E+00 1.205675331E+00 1.204324087E+00 1.203321317E+00
