fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0DL0 6:59 295.9 39.18 1.000E+000 1.129E+000 2.296E-006 1.896E+004 2.685E+000 1.746E-008 1.435E-004 2.211E-001 1.435E-004 1.362E-005 4.295E-001 1.410E-001 9.653E-005 1.995E-003 
0DL1 7:2 295.9 39.18 1.000E+000 1.149E+000 2.238E-006 1.896E+004 2.689E+000 1.736E-008 1.433E-004 2.209E-001 1.433E-004 1.359E-005 4.291E-001 1.408E-001 9.643E-005 2.099E-003 
0DL2 7:5 295.9 39.18 1.000E+000 1.121E+000 2.369E-006 1.896E+004 2.675E+000 1.773E-008 1.437E-004 2.214E-001 1.437E-004 1.369E-005 4.303E-001 1.413E-001 9.679E-005 8.451E-003 
0DL3 7:7 295.9 39.18 1.000E+000 1.133E+000 2.307E-006 1.896E+004 2.682E+000 1.750E-008 1.440E-004 2.213E-001 1.440E-004 1.370E-005 4.299E-001 1.412E-001 9.694E-005 2.543E-003 
0DL4 7:9 295.9 39.18 1.000E+000 1.125E+000 2.331E-006 1.896E+004 2.682E+000 1.750E-008 1.437E-004 2.211E-001 1.436E-004 1.365E-005 4.297E-001 1.410E-001 9.671E-005 2.444E-003 
0DL5 7:13 295.9 39.18 1.000E+000 1.154E+000 2.239E-006 1.896E+004 2.685E+000 1.750E-008 1.444E-004 2.216E-001 1.444E-004 1.376E-005 4.300E-001 1.414E-001 9.726E-005 1.453E-002 
0DL6 7:16 295.9 39.18 1.000E+000 1.072E+000 2.476E-006 1.896E+004 2.678E+000 1.762E-008 1.444E-004 2.215E-001 1.444E-004 1.376E-005 4.304E-001 1.414E-001 9.727E-005 1.731E-003 
0DL7 7:18 295.9 39.18 1.000E+000 1.075E+000 2.499E-006 1.896E+004 2.678E+000 1.762E-008 1.444E-004 2.216E-001 1.444E-004 1.377E-005 4.304E-001 1.414E-001 9.731E-005 5.394E-003 
0DL8 7:21 295.9 39.18 1.000E+000 1.116E+000 2.352E-006 1.896E+004 2.685E+000 1.741E-008 1.444E-004 2.214E-001 1.444E-004 1.374E-005 4.298E-001 1.412E-001 9.722E-005 2.622E-003 
0DL9 7:23 295.9 39.18 1.000E+000 1.122E+000 2.341E-006 1.896E+004 2.678E+000 1.765E-008 1.444E-004 2.216E-001 1.443E-004 1.377E-005 4.304E-001 1.415E-001 9.724E-005 6.963E-003 
