Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 59556796052.853004 2.594645
370000000000.000000 1360000000000001.000000 340.000000 0.000380 136000162802.890915 1.088153
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 1013274211471.518188 4.667064
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 22992871907656.007812 0.038943
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 32476998636776.046875 0.066485
390000000000.000305 1360000000000001.000000 300.000000 0.000380 136030105169.369263 1.215808
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 1237656053411.677979 1.324024
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 1402078912163.127930 2.919732
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 31540577950391.039062 0.007057
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 48978976979964.453125 0.023677
390000000000.000305 1360000000000001.000000 320.000000 0.000380 216511986816.607056 0.356445
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 23312303517447.816406 0.033665
260000000000.000153 1360000000000001.000000 305.000000 0.000380 111893940139.623413 0.753990
