Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 124256837632.000000 0.570351
370000000000.000000 1360000000000001.000000 340.000000 0.000380 177471389696.000000 0.564495
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 3384587321344.000000 0.007944
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 4747563106304.000000 0.109515
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 6679005495296.000000 0.005644
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 28749202456576.000000 0.000697
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 38196335345664.000000 0.076350
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 32936055275520.000000 0.059390
390000000000.000305 1360000000000001.000000 300.000000 0.000380 355074637824.000000 0.008808
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 3640004444160.000000 0.000267
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 5028273192960.000000 0.074437
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 26053661687808.000000 0.011489
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 40504288870400.000000 0.001315
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 22512150773760.000000 0.064474
390000000000.000305 1360000000000001.000000 320.000000 0.000380 711656013824.000000 0.372777
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 19386414923776.000000 0.136682
260000000000.000153 1360000000000001.000000 305.000000 0.000380 234013425664.000000 0.011099
