Ytrue Nb T d Ypred RSE
189999999999.999969 1360000000000001.000000 340.000000 0.000380 103913699396.712921 0.375355
220000000000.000183 1360000000000001.000000 340.000000 0.000380 125168624954.264648 0.326577
260000000000.000153 1360000000000001.000000 340.000000 0.000380 152517830103.482635 0.291326
370000000000.000000 1360000000000001.000000 340.000000 0.000380 173774444449.269440 0.598858
709999999999.998779 1360000000000001.000000 340.000000 0.000380 334326347865.481628 0.594556
1300000000000.000488 1360000000000001.000000 340.000000 0.000380 462398638921.063232 1.167118
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 856064429713.027954 2.553473
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 3772531121577.906250 0.321084
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 5069559153605.282227 0.124347
7600000000000.000000 1360000000000001.000000 340.000000 0.000380 2856456252119.147949 1.036489
8900000000000.009766 1360000000000001.000000 340.000000 0.000380 4944652421033.815430 0.355503
4900000000000.001953 1360000000000001.000000 340.000000 0.000380 5217620017587.515625 0.003946
14000000000000.003906 1360000000000001.000000 340.000000 0.000380 8692999598132.195312 0.231420
18999999999999.996094 1360000000000001.000000 340.000000 0.000380 9476957445581.302734 0.503650
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 11198844588900.345703 0.900217
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 11070694506581.914062 1.001277
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 12858174673289.654297 1.572552
390000000000.000305 1360000000000001.000000 300.000000 0.000380 388309142699.003418 0.000019
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 5158337014400.368164 0.111431
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 7659017510878.746094 0.022187
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 28673983639068.718750 0.000128
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 53088164138901.515625 0.055141
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 30785158019823.062500 0.003570
390000000000.000305 1360000000000001.000000 320.000000 0.000380 536008477273.969788 0.101981
4900000000000.001953 1360000000000001.000000 320.000000 0.000380 5227769247442.116211 0.004194
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 15970378017091.902344 0.323617
42000000000000.031250 1360000000000001.000000 330.000000 0.000380 19090606448576.378906 0.654573
28000000000000.011719 1360000000000001.000000 310.000000 0.000380 14152311251922.462891 0.483915
28000000000000.011719 1360000000000001.000000 325.000000 0.000380 25605754505814.074219 0.007995
260000000000.000153 1360000000000001.000000 305.000000 0.000380 270168837488.533020 0.001472
