Ytrue Nb T d Ypred RSE
189999999999.999969 1360000000000001.000000 340.000000 0.000380 158276649780.577850 0.033465
220000000000.000183 1360000000000001.000000 340.000000 0.000380 203714151713.053650 0.005918
260000000000.000153 1360000000000001.000000 340.000000 0.000380 230987364795.417297 0.014016
370000000000.000000 1360000000000001.000000 340.000000 0.000380 295476218755.366943 0.050800
709999999999.998779 1360000000000001.000000 340.000000 0.000380 585540234612.754272 0.037260
1300000000000.000488 1360000000000001.000000 340.000000 0.000380 1437571877855.553467 0.010127
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 2277866295724.888672 0.239967
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 6104684303041.332031 0.006089
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 7535382805663.691406 0.002073
7600000000000.000000 1360000000000001.000000 340.000000 0.000380 5054380421417.764648 0.168696
8900000000000.009766 1360000000000001.000000 340.000000 0.000380 7535382805663.691406 0.027767
4900000000000.001953 1360000000000001.000000 340.000000 0.000380 7724872551837.276367 0.210819
14000000000000.003906 1360000000000001.000000 340.000000 0.000380 18286615210338.890625 0.071774
18999999999999.996094 1360000000000001.000000 340.000000 0.000380 20773754022378.800781 0.007971
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 30247309694597.871094 0.005963
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 28637484049378.609375 0.000158
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 38233209839852.289062 0.008836
390000000000.000305 1360000000000001.000000 300.000000 0.000380 466253800295.842773 0.031977
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 7790341541992.366211 0.580445
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 12646256540640.972656 0.437993
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 64167944658110.726562 0.664627
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 69551982757877.117188 0.259864
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 31559602568628.828125 0.007158
390000000000.000305 1360000000000001.000000 320.000000 0.000380 543575412087.053284 0.111255
4900000000000.001953 1360000000000001.000000 320.000000 0.000380 9213406450542.316406 0.412121
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 30947256141492.820312 0.010024
42000000000000.031250 1360000000000001.000000 330.000000 0.000380 43708747044783.585938 0.001591
28000000000000.011719 1360000000000001.000000 310.000000 0.000380 32213564611525.476562 0.019684
28000000000000.011719 1360000000000001.000000 325.000000 0.000380 35918838656341.203125 0.062351
260000000000.000153 1360000000000001.000000 305.000000 0.000380 309228131176.399719 0.030142
