Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 27693839080.630901 7.494884
370000000000.000000 1360000000000001.000000 340.000000 0.000380 126537015489.624329 1.266038
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 1388725235984.275635 2.962973
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 23536664209294.464844 0.030228
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 31308080782874.968750 0.086937
390000000000.000305 1360000000000001.000000 300.000000 0.000380 112578179187.442749 1.752921
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 1343503022658.812988 1.117103
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 1185619054594.756836 3.746351
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 47982896009432.343750 0.258965
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 32101452973404.363281 0.072672
390000000000.000305 1360000000000001.000000 320.000000 0.000380 154511295902.749054 0.920270
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 18727151775066.730469 0.163982
260000000000.000153 1360000000000001.000000 305.000000 0.000380 72368833723.514984 1.871048
