Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 59737732900.316261 2.582119
370000000000.000000 1360000000000001.000000 340.000000 0.000380 99612293041.026001 1.983623
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 3690749613073.510254 0.000006
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 2917355943486.884277 0.704346
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 5959613590317.505859 0.035856
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 29851243928857.390625 0.004100
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 55011370509644.781250 0.424108
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 31365769920123.734375 0.085843
390000000000.000305 1360000000000001.000000 300.000000 0.000380 334481330299.093872 0.023629
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 1872846732584.746826 0.481777
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 2044598457221.788818 1.537805
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 54521374449530.359375 0.411949
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 62340376117267.898438 0.158015
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 37540355888487.492188 0.066997
390000000000.000305 1360000000000001.000000 320.000000 0.000380 1547146943389.311523 2.219120
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 21320895408062.769531 0.074726
260000000000.000153 1360000000000001.000000 305.000000 0.000380 195767051104.635895 0.081059
