Ytrue Nb T d Ypred RSE
189999999999.999969 1360000000000001.000000 340.000000 0.000380 145491935232.000000 0.071661
220000000000.000183 1360000000000001.000000 340.000000 0.000380 181967781888.000000 0.036132
260000000000.000153 1360000000000001.000000 340.000000 0.000380 219281260544.000000 0.029081
370000000000.000000 1360000000000001.000000 340.000000 0.000380 290423504896.000000 0.058930
709999999999.998779 1360000000000001.000000 340.000000 0.000380 603034419200.000000 0.026723
1300000000000.000488 1360000000000001.000000 340.000000 0.000380 1425620992000.000000 0.008515
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 2275858710528.000000 0.240857
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 6059400888320.000000 0.007308
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 7031636361216.000000 0.000560
7600000000000.000000 1360000000000001.000000 340.000000 0.000380 5184983924736.000000 0.148006
8900000000000.009766 1360000000000001.000000 340.000000 0.000380 6959009366016.000000 0.060829
4900000000000.001953 1360000000000001.000000 340.000000 0.000380 7168664272896.000000 0.146523
14000000000000.003906 1360000000000001.000000 340.000000 0.000380 17395370426368.000000 0.047338
18999999999999.996094 1360000000000001.000000 340.000000 0.000380 19933930979328.000000 0.002303
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 29092458004480.000000 0.001465
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 27373976158208.000000 0.003331
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 36760629280768.000000 0.017780
390000000000.000305 1360000000000001.000000 300.000000 0.000380 348879912960.000000 0.012427
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 4613738594304.000000 0.048909
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 6842136133632.000000 0.001298
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 24908140642304.000000 0.023179
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 34791825080320.000000 0.035557
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 18466927017984.000000 0.207166
390000000000.000305 1360000000000001.000000 320.000000 0.000380 425180561408.000000 0.007464
4900000000000.001953 1360000000000001.000000 320.000000 0.000380 5837780156416.000000 0.030744
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 20066213036032.000000 0.112031
42000000000000.031250 1360000000000001.000000 330.000000 0.000380 27272096514048.000000 0.189371
28000000000000.011719 1360000000000001.000000 310.000000 0.000380 17394225381376.000000 0.230952
28000000000000.011719 1360000000000001.000000 325.000000 0.000380 18962765053952.000000 0.153820
260000000000.000153 1360000000000001.000000 305.000000 0.000380 225795817472.000000 0.019928
