Ytrue Nb T d Ypred RSE
189999999999.999969 1360000000000001.000000 340.000000 0.000380 97038618523.112778 0.468713
220000000000.000183 1360000000000001.000000 340.000000 0.000380 120164069889.090118 0.377030
260000000000.000153 1360000000000001.000000 340.000000 0.000380 132141002794.722519 0.475830
370000000000.000000 1360000000000001.000000 340.000000 0.000380 145641876100.601654 0.934105
709999999999.998779 1360000000000001.000000 340.000000 0.000380 282667767960.044617 0.909906
1300000000000.000488 1360000000000001.000000 340.000000 0.000380 401856452504.104736 1.544106
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 824663994182.872070 2.709558
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 3686169813303.360352 0.348987
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 5848177470638.061523 0.043400
7600000000000.000000 1360000000000001.000000 340.000000 0.000380 3220679529535.706055 0.783524
8900000000000.009766 1360000000000001.000000 340.000000 0.000380 5805211609020.273438 0.185376
4900000000000.001953 1360000000000001.000000 340.000000 0.000380 5988737349991.710938 0.040394
14000000000000.003906 1360000000000001.000000 340.000000 0.000380 8595385311344.689453 0.242737
18999999999999.996094 1360000000000001.000000 340.000000 0.000380 9606133271481.566406 0.483489
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 11270168433518.710938 0.886941
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 11071318068798.953125 1.001151
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 15110551810029.576172 1.139290
390000000000.000305 1360000000000001.000000 300.000000 0.000380 271484623566.185730 0.132660
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 5317237857056.341797 0.132941
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 7338689604347.451172 0.011266
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 29800854382843.675781 0.000742
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 42904120970405.789062 0.000454
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 30494220061870.039062 0.002525
390000000000.000305 1360000000000001.000000 320.000000 0.000380 509354018849.706299 0.071712
4900000000000.001953 1360000000000001.000000 320.000000 0.000380 4290272280918.258789 0.017684
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 15507624876677.615234 0.359407
42000000000000.031250 1360000000000001.000000 330.000000 0.000380 17194334777768.599609 0.852054
28000000000000.011719 1360000000000001.000000 310.000000 0.000380 16203764456413.466797 0.306699
28000000000000.011719 1360000000000001.000000 325.000000 0.000380 26496454879195.957031 0.003047
260000000000.000153 1360000000000001.000000 305.000000 0.000380 198407466219.787018 0.073540
