Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 220419958161.204926 0.027336
370000000000.000000 1360000000000001.000000 340.000000 0.000380 295996759117.385315 0.050005
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 1949626313598.319580 0.424726
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 4977694140910.933594 0.080111
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 7047013786927.792969 0.000461
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 27729685028239.671875 0.000094
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 37010044670125.062500 0.059779
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 32933467974521.562500 0.059429
390000000000.000305 1360000000000001.000000 300.000000 0.000380 465269876733.475586 0.031223
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 7556796107423.867188 0.532003
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 12687331380303.193359 0.442527
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 68339490802100.078125 0.780886
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 68654913002904.710938 0.246396
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 35262813028987.218750 0.038355
390000000000.000305 1360000000000001.000000 320.000000 0.000380 603507587800.958008 0.193678
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 30923762413057.328125 0.009873
260000000000.000153 1360000000000001.000000 305.000000 0.000380 314988504079.780640 0.036921
