Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 130857721856.000000 0.490190
370000000000.000000 1360000000000001.000000 340.000000 0.000380 187564818432.000000 0.479583
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 3077197529088.000000 0.034068
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 4450715959296.000000 0.157258
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 6216087502848.000000 0.021630
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 22116483203072.000000 0.055898
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 29076234436608.000000 0.000007
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 25354364256256.000000 0.260195
390000000000.000305 1360000000000001.000000 300.000000 0.000380 362171432960.000000 0.005483
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 3586527330304.000000 0.000970
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 4975289696256.000000 0.080388
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 24469825388544.000000 0.028920
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 34123185913856.000000 0.043291
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 18953814409216.000000 0.183615
390000000000.000305 1360000000000001.000000 320.000000 0.000380 595902332928.000000 0.182424
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 16604810182656.000000 0.279287
260000000000.000153 1360000000000001.000000 305.000000 0.000380 230707101696.000000 0.014305
