Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 254484806016.564484 0.000460
370000000000.000000 1360000000000001.000000 340.000000 0.000380 276112722989.834900 0.086283
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 5085164862878.058594 0.068373
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 28309144576950.734375 0.000121
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 33171638657738.476562 0.055943
390000000000.000305 1360000000000001.000000 300.000000 0.000380 920960224402.808716 0.784908
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 8502341155979.339844 0.733104
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 11396422794615.332031 0.305860
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 65658811405890.304688 0.705774
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 69643815798910.789062 0.261255
390000000000.000305 1360000000000001.000000 320.000000 0.000380 946853568364.187622 0.839720
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 29223312517870.582031 0.001829
260000000000.000153 1360000000000001.000000 305.000000 0.000380 553231072481.352539 0.597778
