Ytrue Nb T d Ypred RSE
260000000000.000153 1360000000000001.000000 340.000000 0.000380 204709576704.000000 0.057437
370000000000.000000 1360000000000001.000000 340.000000 0.000380 259795632128.000000 0.126347
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 2109454286848.000000 0.324131
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 5202056839168.000000 0.056919
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 7114794729472.000000 0.000142
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 26385408065536.000000 0.003529
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 40908410060800.000000 0.119536
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 23406686765056.000000 0.351661
390000000000.000305 1360000000000001.000000 300.000000 0.000380 296293171200.000000 0.075990
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 2256144171008.000000 0.249735
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 3635475120128.000000 0.366273
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 14401071480832.000000 0.510328
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 29822073962496.000000 0.118402
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 14881264762880.000000 0.461906
390000000000.000305 1360000000000001.000000 320.000000 0.000380 460312281088.000000 0.027539
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 14790956154880.000000 0.421297
260000000000.000153 1360000000000001.000000 305.000000 0.000380 202109091840.000000 0.063777
