Ytrue Nb T d Ypred RSE
189999999999.999969 1360000000000001.000000 340.000000 0.000380 80518828420.512878 0.783480
220000000000.000183 1360000000000001.000000 340.000000 0.000380 101602262103.308792 0.627135
260000000000.000153 1360000000000001.000000 340.000000 0.000380 124188726578.632614 0.571237
370000000000.000000 1360000000000001.000000 340.000000 0.000380 169290470434.314056 0.643134
709999999999.998779 1360000000000001.000000 340.000000 0.000380 374376421475.223450 0.423778
1300000000000.000488 1360000000000001.000000 340.000000 0.000380 879251188060.813843 0.154878
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 1433342475837.005127 0.968769
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 5567426009752.141602 0.029016
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 7001350575856.796875 0.000783
7600000000000.000000 1360000000000001.000000 340.000000 0.000380 4356332126567.837891 0.317789
8900000000000.009766 1360000000000001.000000 340.000000 0.000380 6892265987441.243164 0.065714
4900000000000.001953 1360000000000001.000000 340.000000 0.000380 7207797168945.000000 0.150798
14000000000000.003906 1360000000000001.000000 340.000000 0.000380 22818759152016.800781 0.243442
18999999999999.996094 1360000000000001.000000 340.000000 0.000380 26420812890442.359375 0.109699
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 38344187867184.218750 0.099663
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 36209892637000.687500 0.049503
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 47492295408764.281250 0.015123
390000000000.000305 1360000000000001.000000 300.000000 0.000380 234719621800.080933 0.263402
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 4521604992796.796875 0.040349
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 8176212166405.427734 0.046040
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 44047486065405.500000 0.177259
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 62903710314650.164062 0.165395
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 33588228928608.574219 0.021613
390000000000.000305 1360000000000001.000000 320.000000 0.000380 274747439013.212097 0.123966
4900000000000.001953 1360000000000001.000000 320.000000 0.000380 7004237822293.607422 0.129013
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 34796346630004.960938 0.047409
42000000000000.031250 1360000000000001.000000 330.000000 0.000380 47407018711536.851562 0.014683
28000000000000.011719 1360000000000001.000000 310.000000 0.000380 31426350913855.464844 0.013342
28000000000000.011719 1360000000000001.000000 325.000000 0.000380 33913902647522.820312 0.036831
260000000000.000153 1360000000000001.000000 305.000000 0.000380 132556765091.178604 0.471258
