Ytrue Nb T d Ypred RSE
189999999999.999969 1360000000000001.000000 340.000000 0.000380 152662048768.000000 0.048064
220000000000.000183 1360000000000001.000000 340.000000 0.000380 195874488320.000000 0.013507
260000000000.000153 1360000000000001.000000 340.000000 0.000380 217845743616.000000 0.031373
370000000000.000000 1360000000000001.000000 340.000000 0.000380 259898343424.000000 0.126062
709999999999.998779 1360000000000001.000000 340.000000 0.000380 555430641664.000000 0.060584
1300000000000.000488 1360000000000001.000000 340.000000 0.000380 1381064507392.000000 0.003660
3700000000000.000000 1360000000000001.000000 340.000000 0.000380 2105858064384.000000 0.326154
6600000000000.007812 1360000000000001.000000 340.000000 0.000380 5582565146624.000000 0.028095
7200000000000.008789 1360000000000001.000000 340.000000 0.000380 7290489929728.000000 0.000156
7600000000000.000000 1360000000000001.000000 340.000000 0.000380 4877637386240.000000 0.199926
8900000000000.009766 1360000000000001.000000 340.000000 0.000380 7290489929728.000000 0.039925
4900000000000.001953 1360000000000001.000000 340.000000 0.000380 7290489929728.000000 0.159964
14000000000000.003906 1360000000000001.000000 340.000000 0.000380 18412505923584.000000 0.075532
18999999999999.996094 1360000000000001.000000 340.000000 0.000380 21448552873984.000000 0.014712
28000000000000.011719 1360000000000001.000000 340.000000 0.000380 31184270655488.000000 0.011613
28999999999999.968750 1360000000000001.000000 340.000000 0.000380 26614800842752.000000 0.007371
42000000000000.031250 1360000000000001.000000 340.000000 0.000380 30854321537024.000000 0.095862
390000000000.000305 1360000000000001.000000 300.000000 0.000380 297445097472.000000 0.073846
3700000000000.000000 1360000000000001.000000 300.000000 0.000380 2776012161024.000000 0.083121
6600000000000.007812 1360000000000001.000000 300.000000 0.000380 4645956616192.000000 0.124523
28999999999999.968750 1360000000000001.000000 300.000000 0.000380 14302711906304.000000 0.520784
42000000000000.031250 1360000000000001.000000 320.000000 0.000380 22381185728512.000000 0.409462
28999999999999.968750 1360000000000001.000000 320.000000 0.000380 15072340475904.000000 0.443790
390000000000.000305 1360000000000001.000000 320.000000 0.000380 340247937024.000000 0.018654
4900000000000.001953 1360000000000001.000000 320.000000 0.000380 5030923993088.000000 0.000695
28000000000000.011719 1360000000000001.000000 330.000000 0.000380 16489008594944.000000 0.286994
42000000000000.031250 1360000000000001.000000 330.000000 0.000380 21997140574208.000000 0.433081
28000000000000.011719 1360000000000001.000000 310.000000 0.000380 11557561958400.000000 0.835426
28000000000000.011719 1360000000000001.000000 325.000000 0.000380 16342835003392.000000 0.296962
260000000000.000153 1360000000000001.000000 305.000000 0.000380 207159197696.000000 0.051840
