T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.216674009E+00 1.201585163E+00 1.508884600E-02 1.216628758E+00 1.201499340E+00 1.512941800E-02 4.525100000E-05 8.582300000E-05
295 1.215320826E+00 1.202157468E+00 1.316335800E-02 1.215280710E+00 1.202080634E+00 1.320007600E-02 4.011600000E-05 7.683400000E-05
300 1.211457601E+00 1.203297058E+00 8.160543000E-03 1.211421723E+00 1.203225227E+00 8.196496000E-03 3.587800000E-05 7.183100000E-05
305 1.201923214E+00 1.204358475E+00 -2.435261000E-03 1.201892343E+00 1.204289406E+00 -2.397063000E-03 3.087100000E-05 6.906900000E-05
310 1.181035815E+00 1.204589681E+00 -2.355386600E-02 1.181013992E+00 1.204521319E+00 -2.350732700E-02 2.182300000E-05 6.836200000E-05
315 1.139663713E+00 1.202281231E+00 -6.261751800E-02 1.139660777E+00 1.202212854E+00 -6.255207700E-02 2.936000000E-06 6.837700000E-05
320 1.066004720E+00 1.194248400E+00 -1.282436800E-01 1.066037490E+00 1.194180909E+00 -1.281434190E-01 -3.277000000E-05 6.749100000E-05
325 1.013091703E+00 1.172660260E+00 -1.595685570E-01 1.013063655E+00 1.172601267E+00 -1.595376120E-01 2.804800000E-05 5.899300000E-05
330 1.013869802E+00 1.124301809E+00 -1.104320070E-01 1.013838887E+00 1.124271521E+00 -1.104326340E-01 3.091500000E-05 3.028800000E-05
335 1.016250276E+00 1.032915779E+00 -1.666550300E-02 1.016211474E+00 1.032947786E+00 -1.673631200E-02 3.880200000E-05 -3.200700000E-05
340 1.020774515E+00 1.011484835E+00 9.289680000E-03 1.020719964E+00 1.011444492E+00 9.275472000E-03 5.455100000E-05 4.034300000E-05
