fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0202OSW30S05 1455846297 0 555 4.699766551E+18 1.890001485E-06 5.150000000E-04 6.427319104E-01 4.704162133E+02 1.119934293E-03 
L0202OSW30S10 1455846297 0 555 7.750289278E+18 2.807055547E-06 5.150000000E-04 6.442476329E-01 4.953699749E+02 1.203111355E-03 
L0202OSW30S15 1455846297 0 555 9.801784819E+18 4.125251264E-06 5.150000000E-04 6.455294059E-01 5.175023832E+02 1.381872930E-03 
L0202OSW30S20 1455846297 0 555 1.129701914E+19 6.116114529E-06 5.150000000E-04 6.466702782E-01 5.380322787E+02 1.559780969E-03 
L0207OSW30S25 1455846297 0 555 1.228693559E+19 8.633217219E-06 5.150000000E-04 6.460960646E-01 5.275995307E+02 1.678320405E-03 
L0207OSW30S30 1455846297 0 555 1.297206962E+19 1.124641622E-05 5.150000000E-04 6.475120747E-01 5.537007183E+02 1.777397514E-03 
L0207OSW30S40 1455846297 0 555 1.352419493E+19 2.217760675E-05 5.150000000E-04 6.485297426E-01 5.732531423E+02 2.106937342E-03 
L0207OSW30S50 1455846297 0 555 1.381378379E+19 4.022358695E-05 5.150000000E-04 6.488969615E-01 5.804767726E+02 1.994578553E-03 
L0210OSW30S50 1455846297 0 555 1.384418872E+19 2.891457423E-05 5.150000000E-04 6.479894721E-01 5.627884807E+02 2.006895212E-03 
L0303OSW30S60 1455846297 0 555 1.450435485E+19 1.343887384E-04 5.150000000E-04 6.487580449E-01 5.777334761E+02 2.042020264E-03 
L0303OSW30S80 1455846297 0 555 1.459088260E+19 1.167010390E-03 5.150000000E-04 6.499544100E-01 6.017905196E+02 2.343431553E-03 
