x N
1.4493981E+0 1.0587324E+21
1.4366905E+0 1.0784974E+21
1.4243414E+0 1.1793977E+21
1.4135888E+0 1.2825869E+21
1.4029255E+0 1.2849444E+21
1.3920474E+0 1.1421100E+21
1.3784789E+0 1.1833829E+21
1.3682732E+0 1.3462848E+21
1.3573947E+0 1.1597086E+21
1.3435801E+0 1.1123861E+21
1.3314306E+0 1.2100479E+21
1.3194807E+0 1.1420306E+21
1.3056443E+0 1.2054068E+21
1.2948374E+0 1.1826798E+21
1.2802514E+0 1.1055576E+21
1.2674226E+0 1.2545860E+21
1.2558438E+0 1.1876043E+21
1.2413577E+0 1.1537412E+21
1.2287527E+0 1.1681192E+21
1.2142846E+0 1.1044642E+21
1.1997999E+0 1.1543099E+21
1.1862588E+0 1.1814403E+21
1.1720868E+0 1.1723192E+21
1.1580009E+0 1.2372758E+21
1.1449985E+0 1.1638224E+21
1.1288219E+0 1.1285225E+21
1.1145434E+0 1.1351502E+21
1.0981011E+0 1.1494809E+21
1.0838114E+0 1.2024650E+21
1.0682898E+0 1.1576237E+21
1.0524080E+0 1.1309140E+21
1.0356515E+0 1.1892256E+21
1.0209117E+0 1.2190137E+21
1.0044242E+0 1.1079354E+21
9.8598551E-1 1.1279209E+21
9.6954455E-1 1.1812933E+21
9.5206458E-1 1.1559914E+21
