x N
2.0596665E+0 8.9269416E+20
2.0490801E+0 8.8730537E+20
2.0383091E+0 8.8937843E+20
2.0276615E+0 9.2515957E+20
2.0176132E+0 9.2742109E+20
2.0069068E+0 8.9829950E+20
1.9960742E+0 9.0961766E+20
1.9855225E+0 9.2620132E+20
1.9749597E+0 9.2325924E+20
1.9642266E+0 9.2288286E+20
1.9535398E+0 9.1105445E+20
1.9424071E+0 9.0330809E+20
1.9314104E+0 9.0576530E+20
1.9202102E+0 9.1492505E+20
1.9093104E+0 9.0725329E+20
1.8977907E+0 8.9663585E+20
1.8864928E+0 8.9592885E+20
1.8748147E+0 8.8909610E+20
1.8631987E+0 8.8921446E+20
1.8513768E+0 8.8635051E+20
1.8395361E+0 8.7073203E+20
1.8271311E+0 8.7228661E+20
1.8151760E+0 8.7171835E+20
1.8025873E+0 8.6231539E+20
1.7901971E+0 8.5868759E+20
1.7773244E+0 8.5437285E+20
1.7646274E+0 8.3881391E+20
1.7510855E+0 8.2592988E+20
1.7377814E+0 8.3439694E+20
1.7243053E+0 8.2694209E+20
1.7105477E+0 8.1375193E+20
1.6964067E+0 8.0752157E+20
1.6822022E+0 8.0586044E+20
1.6677615E+0 7.9397799E+20
1.6528746E+0 7.8638044E+20
1.6378870E+0 7.8361617E+20
1.6226187E+0 7.7998429E+20
