N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.571418500E-02 1.477901500E-02 1.457118500E-02 1.513037700E-02 1.643986300E-02 1.846547300E-02 2.111764600E-02 2.420621600E-02 2.731445300E-02 2.986632400E-02 3.052103400E-02
1.016672606E+01 1.226159600E-02 1.134913000E-02 1.097360100E-02 1.117004200E-02 1.192882100E-02 1.323001600E-02 1.501299300E-02 1.714844600E-02 1.934528500E-02 2.119531400E-02 2.173244800E-02
1.033324570E+01 9.367690000E-03 8.567137000E-03 8.155469000E-03 8.162114000E-03 8.581574000E-03 9.402090000E-03 1.058205700E-02 1.203334900E-02 1.355434400E-02 1.486028300E-02 1.526838600E-02
1.049996187E+01 7.015512000E-03 6.358800000E-03 5.979228000E-03 5.900580000E-03 6.119877000E-03 6.630205000E-03 7.402822000E-03 8.377698000E-03 9.416242000E-03 1.032228200E-02 1.062081700E-02
1.066670514E+01 5.168556000E-03 4.652962000E-03 4.332279000E-03 4.225206000E-03 4.330297000E-03 4.643547000E-03 5.145187000E-03 5.794439000E-03 6.496753000E-03 7.118729000E-03 7.334219000E-03
1.083333839E+01 3.764933000E-03 3.371022000E-03 3.112730000E-03 3.004521000E-03 3.045862000E-03 3.234602000E-03 3.557200000E-03 3.986156000E-03 4.457559000E-03 4.881894000E-03 5.038067000E-03
1.100000000E+01 2.727443000E-03 2.430804000E-03 2.227696000E-03 2.129215000E-03 2.135470000E-03 2.245410000E-03 2.449906000E-03 2.730618000E-03 3.044769000E-03 3.333249000E-03 3.448278000E-03
1.116672606E+01 1.977115000E-03 1.754672000E-03 1.596213000E-03 1.510298000E-03 1.497422000E-03 1.557305000E-03 1.683889000E-03 1.865079000E-03 2.072718000E-03 2.268589000E-03 2.355383000E-03
1.133324570E+01 1.442985000E-03 1.275600000E-03 1.151615000E-03 1.077718000E-03 1.054653000E-03 1.082683000E-03 1.157877000E-03 1.272484000E-03 1.408257000E-03 1.541188000E-03 1.608463000E-03
1.149996187E+01 1.066553000E-03 9.395320000E-04 8.416130000E-04 7.781250000E-04 7.500320000E-04 7.579190000E-04 7.993830000E-04 8.695720000E-04 9.569740000E-04 1.047096000E-03 1.100366000E-03
1.166670514E+01 8.023000000E-04 7.049060000E-04 6.266850000E-04 5.720170000E-04 5.419640000E-04 5.373870000E-04 5.569180000E-04 5.976450000E-04 6.525390000E-04 7.132620000E-04 7.556400000E-04
1.183333839E+01 6.161920000E-04 5.408250000E-04 4.777490000E-04 4.306060000E-04 4.005540000E-04 3.886230000E-04 3.941430000E-04 4.154960000E-04 4.484940000E-04 4.887000000E-04 5.218430000E-04
1.200000000E+01 4.835050000E-04 4.248660000E-04 3.737520000E-04 3.332220000E-04 3.044820000E-04 2.886410000E-04 2.855090000E-04 2.942750000E-04 3.125400000E-04 3.381780000E-04 3.629990000E-04
1.216672606E+01 3.867650000E-04 3.411390000E-04 2.997630000E-04 2.652010000E-04 2.386340000E-04 2.212260000E-04 2.130890000E-04 2.138930000E-04 2.223250000E-04 2.375660000E-04 2.550070000E-04
1.233324570E+01 3.140360000E-04 2.787300000E-04 2.454570000E-04 2.163440000E-04 1.925090000E-04 1.751090000E-04 1.644290000E-04 1.604510000E-04 1.625040000E-04 1.704080000E-04 1.816590000E-04
1.249996187E+01 2.574830000E-04 2.304400000E-04 2.039790000E-04 1.798370000E-04 1.590230000E-04 1.426360000E-04 1.310670000E-04 1.244770000E-04 1.225800000E-04 1.255230000E-04 1.319730000E-04
1.266670514E+01 2.121620000E-04 1.917350000E-04 1.709920000E-04 1.513220000E-04 1.335940000E-04 1.188140000E-04 1.074130000E-04 9.966900000E-05 9.551500000E-05 9.525500000E-05 9.822600000E-05
1.283333839E+01 1.750110000E-04 1.598510000E-04 1.438640000E-04 1.281330000E-04 1.133780000E-04 1.004960000E-04 8.990400000E-05 8.195300000E-05 7.668300000E-05 7.450300000E-05 7.512000000E-05
1.300000000E+01 1.441110000E-04 1.331040000E-04 1.210190000E-04 1.086790000E-04 9.666900000E-05 8.575500000E-05 7.632700000E-05 6.873700000E-05 6.312600000E-05 5.990800000E-05 5.902500000E-05
