B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144978653E+00 1.128082917E+00 1.689573600E-02 1.144436849E+00 1.127976066E+00 1.646078300E-02
1.500000000E+01 295 1.136849526E+00 1.133278752E+00 3.570774000E-03 1.136733781E+00 1.133131587E+00 3.602194000E-03
1.500000000E+01 300 1.118069959E+00 1.138059863E+00 -1.998990400E-02 1.117950979E+00 1.137871999E+00 -1.992102000E-02
1.500000000E+01 305 1.100312508E+00 1.141879880E+00 -4.156737200E-02 1.100192295E+00 1.141644095E+00 -4.145180000E-02
1.500000000E+01 310 1.073583288E+00 1.143323267E+00 -6.973997900E-02 1.073489568E+00 1.142699839E+00 -6.921027100E-02
1.500000000E+01 315 1.038834224E+00 1.112637433E+00 -7.380320900E-02 1.038775019E+00 1.112292782E+00 -7.351776300E-02
1.500000000E+01 320 1.007993220E+00 1.087448014E+00 -7.945479400E-02 1.007916159E+00 1.087296223E+00 -7.938006400E-02
1.500000000E+01 325 1.007220315E+00 1.051790496E+00 -4.457018100E-02 1.007135703E+00 1.054821374E+00 -4.768567100E-02
1.500000000E+01 330 1.008092171E+00 1.010503245E+00 -2.411074000E-03 1.008017778E+00 1.009877648E+00 -1.859870000E-03
1.500000000E+01 335 1.010187263E+00 1.009230431E+00 9.568320000E-04 1.010092797E+00 1.009039392E+00 1.053405000E-03
1.500000000E+01 340 1.017368131E+00 1.011639688E+00 5.728443000E-03 1.017212438E+00 1.011397091E+00 5.815347000E-03
1.524993176E+01 290 1.153808134E+00 1.130600658E+00 2.320747600E-02 1.153651492E+00 1.130439483E+00 2.321200900E-02
1.524993176E+01 295 1.149546749E+00 1.136350444E+00 1.319630500E-02 1.149345327E+00 1.136140946E+00 1.320438100E-02
1.524993176E+01 300 1.152261948E+00 1.141742256E+00 1.051969200E-02 1.152013057E+00 1.141470824E+00 1.054223300E-02
1.524993176E+01 305 1.142105428E+00 1.142252790E+00 -1.473620000E-04 1.141845270E+00 1.141414558E+00 4.307120000E-04
1.524993176E+01 310 1.120258986E+00 1.142130736E+00 -2.187175000E-02 1.120002225E+00 1.141740162E+00 -2.173793700E-02
1.524993176E+01 315 1.105965832E+00 1.145592846E+00 -3.962701400E-02 1.105740540E+00 1.145115662E+00 -3.937512200E-02
1.524993176E+01 320 1.085849861E+00 1.143210107E+00 -5.736024600E-02 1.085641374E+00 1.142669083E+00 -5.702770900E-02
1.524993176E+01 325 1.028090680E+00 1.122070438E+00 -9.397975800E-02 1.027862336E+00 1.121594560E+00 -9.373222400E-02
1.524993176E+01 330 1.010026272E+00 1.086185400E+00 -7.615912800E-02 1.009871857E+00 1.085858408E+00 -7.598655100E-02
1.524993176E+01 335 1.006307477E+00 1.062998743E+00 -5.669126600E-02 1.006218412E+00 1.062655655E+00 -5.643724300E-02
1.524993176E+01 340 1.007128710E+00 1.008906985E+00 -1.778275000E-03 1.007058028E+00 1.008756026E+00 -1.697998000E-03
1.549996187E+01 290 1.159674906E+00 1.132954617E+00 2.672028900E-02 1.159420476E+00 1.132727526E+00 2.669295000E-02
1.549996187E+01 295 1.157025687E+00 1.138844315E+00 1.818137200E-02 1.156138393E+00 1.138549291E+00 1.758910200E-02
1.549996187E+01 300 1.161631647E+00 1.142043165E+00 1.958848200E-02 1.161253962E+00 1.140900044E+00 2.035391800E-02
1.549996187E+01 305 1.165205185E+00 1.140789446E+00 2.441573900E-02 1.164739209E+00 1.140350472E+00 2.438873700E-02
1.549996187E+01 310 1.166008893E+00 1.145922334E+00 2.008655900E-02 1.165472170E+00 1.145369711E+00 2.010245900E-02
1.549996187E+01 315 1.145242500E+00 1.150552973E+00 -5.310473000E-03 1.144661195E+00 1.150021002E+00 -5.359807000E-03
1.549996187E+01 320 1.129151528E+00 1.154451701E+00 -2.530017300E-02 1.128522619E+00 1.153610380E+00 -2.508776100E-02
1.549996187E+01 325 1.112434756E+00 1.156879796E+00 -4.444504000E-02 1.111952729E+00 1.155867235E+00 -4.391450600E-02
1.549996187E+01 330 1.088633437E+00 1.146463480E+00 -5.783004300E-02 1.088181838E+00 1.145700414E+00 -5.751857600E-02
1.549996187E+01 335 1.024594746E+00 1.123207837E+00 -9.861309100E-02 1.024461191E+00 1.122148702E+00 -9.768751100E-02
1.549996187E+01 340 1.006531125E+00 1.100910397E+00 -9.437927200E-02 1.006422920E+00 1.098799828E+00 -9.237690800E-02
1.574996808E+01 290 1.164844746E+00 1.138071356E+00 2.677339000E-02 1.164478296E+00 1.137748954E+00 2.672934200E-02
1.574996808E+01 295 1.169564002E+00 1.141603858E+00 2.796014400E-02 1.165303187E+00 1.140124610E+00 2.517857700E-02
1.574996808E+01 300 1.168246432E+00 1.139946168E+00 2.830026400E-02 1.167692182E+00 1.139423380E+00 2.826880200E-02
1.574996808E+01 305 1.173655514E+00 1.145354787E+00 2.830072700E-02 1.172958023E+00 1.144730831E+00 2.822719200E-02
1.574996808E+01 310 1.176878656E+00 1.150660246E+00 2.621841000E-02 1.175419260E+00 1.149873036E+00 2.554622400E-02
1.574996808E+01 315 1.176477097E+00 1.155331478E+00 2.114561900E-02 1.175358040E+00 1.154352478E+00 2.100556200E-02
1.574996808E+01 320 1.171279939E+00 1.159600457E+00 1.167948200E-02 1.170189689E+00 1.158396980E+00 1.179270900E-02
1.574996808E+01 325 1.157371877E+00 1.163027190E+00 -5.655313000E-03 1.156298441E+00 1.161569439E+00 -5.270998000E-03
1.574996808E+01 330 1.139424376E+00 1.165727602E+00 -2.630322600E-02 1.138324552E+00 1.163985222E+00 -2.566067000E-02
1.574996808E+01 335 1.119081470E+00 1.166673544E+00 -4.759207400E-02 1.118046144E+00 1.164637412E+00 -4.659126800E-02
1.574996808E+01 340 1.103340048E+00 1.149439642E+00 -4.609959400E-02 1.102558198E+00 1.147421007E+00 -4.486280900E-02
1.600000000E+01 290 1.169531677E+00 1.139628571E+00 2.990310600E-02 1.169057151E+00 1.138012791E+00 3.104436000E-02
1.600000000E+01 295 1.176678426E+00 1.137930698E+00 3.874772800E-02 1.176018386E+00 1.137207123E+00 3.881126300E-02
1.600000000E+01 300 1.174153938E+00 1.143397703E+00 3.075623500E-02 1.173375568E+00 1.142709252E+00 3.066631600E-02
1.600000000E+01 305 1.180589939E+00 1.148817320E+00 3.177261900E-02 1.179600768E+00 1.147938301E+00 3.166246700E-02
1.600000000E+01 310 1.182458514E+00 1.153923405E+00 2.853510900E-02 1.180101215E+00 1.152819299E+00 2.728191600E-02
1.600000000E+01 315 1.183200817E+00 1.158610383E+00 2.459043400E-02 1.181220187E+00 1.157237494E+00 2.398269300E-02
1.600000000E+01 320 1.186948430E+00 1.162978180E+00 2.397025000E-02 1.185190645E+00 1.161288702E+00 2.390194300E-02
1.600000000E+01 325 1.189471863E+00 1.166663136E+00 2.280872700E-02 1.187379152E+00 1.164612930E+00 2.276622200E-02
1.600000000E+01 330 1.180114798E+00 1.169725415E+00 1.038938300E-02 1.177926324E+00 1.167268012E+00 1.065831200E-02
1.600000000E+01 335 1.166613150E+00 1.171945895E+00 -5.332745000E-03 1.164157848E+00 1.169040464E+00 -4.882616000E-03
1.600000000E+01 340 1.152404219E+00 1.173177328E+00 -2.077310900E-02 1.150755945E+00 1.170000974E+00 -1.924502900E-02
1.624993176E+01 290 1.173948104E+00 1.134586675E+00 3.936142900E-02 1.173224549E+00 1.132856431E+00 4.036811800E-02
1.624993176E+01 295 1.181649153E+00 1.136975242E+00 4.467391100E-02 1.179998437E+00 1.136246738E+00 4.375169900E-02
1.624993176E+01 300 1.187930855E+00 1.142738508E+00 4.519234700E-02 1.178338940E+00 1.141799721E+00 3.653921900E-02
1.624993176E+01 305 1.186706106E+00 1.148259320E+00 3.844678600E-02 1.185220086E+00 1.147062828E+00 3.815725800E-02
1.624993176E+01 310 1.189830838E+00 1.153415905E+00 3.641493300E-02 1.186372424E+00 1.151909504E+00 3.446292000E-02
1.624993176E+01 315 1.193228646E+00 1.158186452E+00 3.504219400E-02 1.188363228E+00 1.156312724E+00 3.205050400E-02
1.624993176E+01 320 1.196148803E+00 1.162484049E+00 3.366475400E-02 1.193517261E+00 1.160181344E+00 3.333591700E-02
1.624993176E+01 325 1.200749408E+00 1.166237726E+00 3.451168200E-02 1.197538090E+00 1.163442910E+00 3.409518000E-02
1.624993176E+01 330 1.204049167E+00 1.169418643E+00 3.463052400E-02 1.200248400E+00 1.166067658E+00 3.418074200E-02
1.624993176E+01 335 1.205633006E+00 1.171983343E+00 3.364966300E-02 1.201195200E+00 1.168012794E+00 3.318240600E-02
1.624993176E+01 340 1.194492587E+00 1.174161023E+00 2.033156400E-02 1.189346945E+00 1.170314014E+00 1.903293100E-02
1.649996187E+01 290 1.183875867E+00 1.130275812E+00 5.360005500E-02 1.177111715E+00 1.128541839E+00 4.856987600E-02
1.649996187E+01 295 1.186327704E+00 1.134641588E+00 5.168611600E-02 1.184143084E+00 1.133665096E+00 5.047798800E-02
1.649996187E+01 300 1.194092398E+00 1.140191319E+00 5.390107900E-02 1.182640128E+00 1.138933102E+00 4.370702600E-02
