B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.147004570E+00 1.128427598E+00 1.857697200E-02 1.146988906E+00 1.128411758E+00 1.857714800E-02
1.500000000E+01 295 1.143372528E+00 1.133665683E+00 9.706845000E-03 1.143290378E+00 1.133643762E+00 9.646616000E-03
1.500000000E+01 300 1.123820056E+00 1.138488523E+00 -1.466846700E-02 1.123800196E+00 1.138460360E+00 -1.466016400E-02
1.500000000E+01 305 1.105865151E+00 1.142374551E+00 -3.650940000E-02 1.105847446E+00 1.142338746E+00 -3.649130000E-02
1.500000000E+01 310 1.090339235E+00 1.144246053E+00 -5.390681800E-02 1.090320982E+00 1.144200626E+00 -5.387964400E-02
1.500000000E+01 315 1.063002933E+00 1.118718130E+00 -5.571519700E-02 1.062980921E+00 1.118626980E+00 -5.564605900E-02
1.500000000E+01 320 1.008808270E+00 1.093731409E+00 -8.492313900E-02 1.008793658E+00 1.093690971E+00 -8.489731300E-02
1.500000000E+01 325 1.007942133E+00 1.055308732E+00 -4.736659900E-02 1.007945017E+00 1.055290980E+00 -4.734596300E-02
1.500000000E+01 330 1.007959191E+00 1.011173704E+00 -3.214513000E-03 1.007947015E+00 1.011127226E+00 -3.180211000E-03
1.500000000E+01 335 1.009532513E+00 1.009768892E+00 -2.363790000E-04 1.009518039E+00 1.009735773E+00 -2.177340000E-04
1.500000000E+01 340 1.014824609E+00 1.011495678E+00 3.328931000E-03 1.014691818E+00 1.011458157E+00 3.233661000E-03
1.524993176E+01 290 1.154533394E+00 1.131148851E+00 2.338454300E-02 1.154510194E+00 1.131124968E+00 2.338522600E-02
1.524993176E+01 295 1.152006525E+00 1.136985429E+00 1.502109600E-02 1.151829089E+00 1.136954312E+00 1.487477700E-02
1.524993176E+01 300 1.153957567E+00 1.142462758E+00 1.149480900E-02 1.153920081E+00 1.142422239E+00 1.149784200E-02
1.524993176E+01 305 1.147235371E+00 1.145161578E+00 2.073793000E-03 1.147193393E+00 1.145008919E+00 2.184474000E-03
1.524993176E+01 310 1.131176940E+00 1.143979790E+00 -1.280285000E-02 1.131114020E+00 1.143842299E+00 -1.272827900E-02
1.524993176E+01 315 1.114199968E+00 1.146548067E+00 -3.234809900E-02 1.114142440E+00 1.146474811E+00 -3.233237100E-02
1.524993176E+01 320 1.091037619E+00 1.144786782E+00 -5.374916300E-02 1.091000473E+00 1.144679274E+00 -5.367880100E-02
1.524993176E+01 325 1.059972670E+00 1.124982935E+00 -6.501026500E-02 1.059909397E+00 1.124888107E+00 -6.497871000E-02
1.524993176E+01 330 1.013330186E+00 1.093095490E+00 -7.976530400E-02 1.007515141E+00 1.092994839E+00 -8.547969800E-02
1.524993176E+01 335 1.006971149E+00 1.070497333E+00 -6.352618400E-02 1.006951938E+00 1.070434711E+00 -6.348277300E-02
1.524993176E+01 340 1.006971019E+00 1.009619810E+00 -2.648791000E-03 1.006959685E+00 1.009500663E+00 -2.540978000E-03
1.549996187E+01 290 1.160237258E+00 1.133781856E+00 2.645540200E-02 1.160199702E+00 1.133748125E+00 2.645157700E-02
1.549996187E+01 295 1.163071747E+00 1.139809439E+00 2.326230800E-02 1.162686953E+00 1.139765514E+00 2.292143900E-02
1.549996187E+01 300 1.162745846E+00 1.145901887E+00 1.684395900E-02 1.162689609E+00 1.145844871E+00 1.684473800E-02
1.549996187E+01 305 1.166892083E+00 1.144431541E+00 2.246054200E-02 1.166822173E+00 1.144229979E+00 2.259219400E-02
1.549996187E+01 310 1.169381867E+00 1.147212187E+00 2.216968000E-02 1.169296615E+00 1.147128910E+00 2.216770500E-02
1.549996187E+01 315 1.155488467E+00 1.151532470E+00 3.955997000E-03 1.155343236E+00 1.151452020E+00 3.891216000E-03
1.549996187E+01 320 1.138519265E+00 1.155843453E+00 -1.732418800E-02 1.138420630E+00 1.155714564E+00 -1.729393400E-02
1.549996187E+01 325 1.124279601E+00 1.158437428E+00 -3.415782700E-02 1.124201039E+00 1.158279806E+00 -3.407876700E-02
1.549996187E+01 330 1.105682724E+00 1.147489797E+00 -4.180707300E-02 1.105614472E+00 1.147371147E+00 -4.175667500E-02
1.549996187E+01 335 1.083603825E+00 1.126533645E+00 -4.292982000E-02 1.083515886E+00 1.126326817E+00 -4.281093100E-02
1.549996187E+01 340 1.006573677E+00 1.102374788E+00 -9.580111100E-02 1.006546248E+00 1.102278571E+00 -9.573232300E-02
1.574996808E+01 290 1.165301775E+00 1.139362751E+00 2.593902400E-02 1.165247741E+00 1.139314656E+00 2.593308500E-02
1.574996808E+01 295 1.172044401E+00 1.145358158E+00 2.668624300E-02 1.171974294E+00 1.145295382E+00 2.667891200E-02
1.574996808E+01 300 1.169101094E+00 1.145714347E+00 2.338674700E-02 1.169018923E+00 1.145420163E+00 2.359876000E-02
1.574996808E+01 305 1.174874110E+00 1.147127021E+00 2.774708900E-02 1.174770195E+00 1.147033060E+00 2.773713500E-02
1.574996808E+01 310 1.179954800E+00 1.152665772E+00 2.728902800E-02 1.179757840E+00 1.152546653E+00 2.721118700E-02
1.574996808E+01 315 1.179159597E+00 1.157568306E+00 2.159129100E-02 1.179009978E+00 1.157419354E+00 2.159062400E-02
