B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.149731668E+00 1.129449328E+00 2.028234000E-02 1.149729221E+00 1.129446951E+00 2.028227000E-02
1.500000000E+01 295 1.153714902E+00 1.135070160E+00 1.864474200E-02 1.153711412E+00 1.135066760E+00 1.864465200E-02
1.500000000E+01 300 1.154365530E+00 1.140187832E+00 1.417769800E-02 1.154348096E+00 1.140183281E+00 1.416481500E-02
1.500000000E+01 305 1.131725866E+00 1.144439835E+00 -1.271396900E-02 1.131709721E+00 1.144433725E+00 -1.272400400E-02
1.500000000E+01 310 1.112877900E+00 1.146819368E+00 -3.394146800E-02 1.112874298E+00 1.146811069E+00 -3.393677100E-02
1.500000000E+01 315 1.093791292E+00 1.126464833E+00 -3.267354100E-02 1.093776265E+00 1.126444742E+00 -3.266847700E-02
1.500000000E+01 320 1.067375215E+00 1.099658974E+00 -3.228375900E-02 1.067367232E+00 1.099652825E+00 -3.228559300E-02
1.500000000E+01 325 1.011943956E+00 1.073652604E+00 -6.170864800E-02 1.011939081E+00 1.073647982E+00 -6.170890100E-02
1.500000000E+01 330 1.010905287E+00 1.039984187E+00 -2.907890000E-02 1.010901027E+00 1.039959076E+00 -2.905804900E-02
1.500000000E+01 335 1.010861064E+00 1.012378977E+00 -1.517913000E-03 1.010857323E+00 1.012370497E+00 -1.513174000E-03
1.500000000E+01 340 1.012864406E+00 1.012416491E+00 4.479150000E-04 1.012860481E+00 1.012408889E+00 4.515920000E-04
1.524993176E+01 290 1.156504144E+00 1.132704614E+00 2.379953000E-02 1.156500725E+00 1.132701020E+00 2.379970500E-02
1.524993176E+01 295 1.162160100E+00 1.139029447E+00 2.313065300E-02 1.162155076E+00 1.139024668E+00 2.313040800E-02
1.524993176E+01 300 1.166894765E+00 1.144982806E+00 2.191195900E-02 1.166888315E+00 1.144976586E+00 2.191172900E-02
1.524993176E+01 305 1.161918059E+00 1.150522812E+00 1.139524700E-02 1.161910513E+00 1.150514690E+00 1.139582300E-02
1.524993176E+01 310 1.156667715E+00 1.155179271E+00 1.488444000E-03 1.156652509E+00 1.155168663E+00 1.483846000E-03
1.524993176E+01 315 1.140685885E+00 1.154987301E+00 -1.430141600E-02 1.140665011E+00 1.154947594E+00 -1.428258300E-02
1.524993176E+01 320 1.120509952E+00 1.148945606E+00 -2.843565400E-02 1.120494018E+00 1.148908490E+00 -2.841447200E-02
1.524993176E+01 325 1.098336362E+00 1.130270640E+00 -3.193427800E-02 1.098323091E+00 1.130256172E+00 -3.193308100E-02
1.524993176E+01 330 1.067875596E+00 1.111442615E+00 -4.356701900E-02 1.067851153E+00 1.111373540E+00 -4.352238700E-02
1.524993176E+01 335 1.010443887E+00 1.077824660E+00 -6.738077300E-02 1.010436945E+00 1.077794497E+00 -6.735755200E-02
1.524993176E+01 340 1.009606212E+00 1.041673316E+00 -3.206710400E-02 1.009601066E+00 1.041625208E+00 -3.202414200E-02
1.549996187E+01 290 1.161573814E+00 1.135874520E+00 2.569929400E-02 1.161569621E+00 1.135869457E+00 2.570016400E-02
1.549996187E+01 295 1.168242295E+00 1.142225138E+00 2.601715700E-02 1.168235012E+00 1.142218480E+00 2.601653200E-02
1.549996187E+01 300 1.175229839E+00 1.149311388E+00 2.591845100E-02 1.175220409E+00 1.149302517E+00 2.591789200E-02
1.549996187E+01 305 1.171869238E+00 1.155555774E+00 1.631346400E-02 1.171858322E+00 1.155544461E+00 1.631386100E-02
1.549996187E+01 310 1.176328708E+00 1.159541547E+00 1.678716100E-02 1.176314915E+00 1.159472558E+00 1.684235700E-02
1.549996187E+01 315 1.179226770E+00 1.156889771E+00 2.233699900E-02 1.179209489E+00 1.156876202E+00 2.233328700E-02
1.549996187E+01 320 1.168060614E+00 1.161218024E+00 6.842590000E-03 1.168013099E+00 1.161195941E+00 6.817158000E-03
1.549996187E+01 325 1.148283672E+00 1.164493206E+00 -1.620953400E-02 1.148254525E+00 1.164464844E+00 -1.621031900E-02
1.549996187E+01 330 1.133769154E+00 1.153251783E+00 -1.948262900E-02 1.133753114E+00 1.153229116E+00 -1.947600200E-02
1.549996187E+01 335 1.114994388E+00 1.136051912E+00 -2.105752400E-02 1.114980528E+00 1.135915037E+00 -2.093450900E-02
1.549996187E+01 340 1.095679477E+00 1.110332185E+00 -1.465270800E-02 1.072808152E+00 1.110248088E+00 -3.743993600E-02
1.574996808E+01 290 1.169466332E+00 1.142170722E+00 2.729561000E-02 1.169142704E+00 1.142163460E+00 2.697924400E-02
1.574996808E+01 295 1.173761792E+00 1.148671385E+00 2.509040700E-02 1.173751388E+00 1.148661848E+00 2.508954000E-02
1.574996808E+01 300 1.180760365E+00 1.155128503E+00 2.563186200E-02 1.180746934E+00 1.155116057E+00 2.563087700E-02
1.574996808E+01 305 1.184844964E+00 1.161327861E+00 2.351710300E-02 1.184654370E+00 1.161311846E+00 2.334252400E-02
1.574996808E+01 310 1.184464790E+00 1.162096366E+00 2.236842400E-02 1.184445306E+00 1.161989722E+00 2.245558400E-02
1.574996808E+01 315 1.189660582E+00 1.163469377E+00 2.619120500E-02 1.189635632E+00 1.163445559E+00 2.619007300E-02
1.574996808E+01 320 1.191001982E+00 1.168828485E+00 2.217349700E-02 1.190926607E+00 1.168798349E+00 2.212825800E-02
1.574996808E+01 325 1.192476605E+00 1.173472757E+00 1.900384800E-02 1.192440886E+00 1.173434677E+00 1.900620900E-02
1.574996808E+01 330 1.178141107E+00 1.177433958E+00 7.071490000E-04 1.178084220E+00 1.177385903E+00 6.983170000E-04
1.574996808E+01 335 1.164417012E+00 1.177253612E+00 -1.283660000E-02 1.164383687E+00 1.177142758E+00 -1.275907100E-02
1.574996808E+01 340 1.153280920E+00 1.158674956E+00 -5.394036000E-03 1.153219309E+00 1.158567753E+00 -5.348444000E-03
1.600000000E+01 290 1.181103904E+00 1.147361456E+00 3.374244800E-02 1.181092835E+00 1.147352356E+00 3.374047900E-02
1.600000000E+01 295 1.178762061E+00 1.154279761E+00 2.448230000E-02 1.178747979E+00 1.154266937E+00 2.448104200E-02
