B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.146643026E+00 1.128306297E+00 1.833672900E-02 1.146620216E+00 1.128283140E+00 1.833707600E-02
1.500000000E+01 295 1.141950101E+00 1.133528700E+00 8.421401000E-03 1.141839016E+00 1.133496685E+00 8.342331000E-03
1.500000000E+01 300 1.120542665E+00 1.138336057E+00 -1.779339200E-02 1.120515755E+00 1.138294972E+00 -1.777921700E-02
1.500000000E+01 305 1.105290730E+00 1.142199086E+00 -3.690835600E-02 1.105264990E+00 1.142147153E+00 -3.688216300E-02
1.500000000E+01 310 1.084547849E+00 1.144006600E+00 -5.945875100E-02 1.084520151E+00 1.143941207E+00 -5.942105600E-02
1.500000000E+01 315 1.056713615E+00 1.116676587E+00 -5.996297200E-02 1.057720889E+00 1.116564565E+00 -5.884367600E-02
1.500000000E+01 320 1.009179361E+00 1.092371473E+00 -8.319211200E-02 1.009219734E+00 1.092319862E+00 -8.310012800E-02
1.500000000E+01 325 1.007600540E+00 1.052106059E+00 -4.450551900E-02 1.007609678E+00 1.055138739E+00 -4.752906100E-02
1.500000000E+01 330 1.007962381E+00 1.010916862E+00 -2.954481000E-03 1.007945242E+00 1.010955424E+00 -3.010182000E-03
1.500000000E+01 335 1.009694701E+00 1.009577179E+00 1.175220000E-04 1.009673807E+00 1.009531808E+00 1.419990000E-04
1.500000000E+01 340 1.015939040E+00 1.011532873E+00 4.406167000E-03 1.015906116E+00 1.011478612E+00 4.427504000E-03
1.524993176E+01 290 1.154288823E+00 1.130960527E+00 2.332829600E-02 1.154254865E+00 1.130925576E+00 2.332928900E-02
1.524993176E+01 295 1.150237679E+00 1.136765850E+00 1.347182900E-02 1.150193821E+00 1.136720334E+00 1.347348700E-02
1.524993176E+01 300 1.153402506E+00 1.142211895E+00 1.119061100E-02 1.153347754E+00 1.142152748E+00 1.119500600E-02
1.524993176E+01 305 1.143997110E+00 1.144096062E+00 -9.895200000E-05 1.143939559E+00 1.143887122E+00 5.243700000E-05
1.524993176E+01 310 1.130219748E+00 1.143100037E+00 -1.288028900E-02 1.130136681E+00 1.142911210E+00 -1.277452900E-02
1.524993176E+01 315 1.109023589E+00 1.146228935E+00 -3.720534600E-02 1.108961389E+00 1.146123052E+00 -3.716166300E-02
1.524993176E+01 320 1.088780043E+00 1.144276763E+00 -5.549672000E-02 1.088734612E+00 1.144133626E+00 -5.539901400E-02
1.524993176E+01 325 1.050245892E+00 1.124019494E+00 -7.377360200E-02 1.050168760E+00 1.123893626E+00 -7.372486600E-02
1.524993176E+01 330 1.011419044E+00 1.089726465E+00 -7.830742100E-02 1.011833237E+00 1.089596171E+00 -7.776293400E-02
