B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.149209631E+00 1.129355361E+00 1.985427000E-02 1.149205990E+00 1.129351861E+00 1.985412900E-02
1.500000000E+01 295 1.152820219E+00 1.134789143E+00 1.803107600E-02 1.152815194E+00 1.134784228E+00 1.803096600E-02
1.500000000E+01 300 1.144345871E+00 1.139767981E+00 4.577890000E-03 1.144337796E+00 1.139761503E+00 4.576293000E-03
1.500000000E+01 305 1.125380650E+00 1.143845591E+00 -1.846494100E-02 1.125375418E+00 1.143837053E+00 -1.846163500E-02
1.500000000E+01 310 1.109666544E+00 1.146109899E+00 -3.644335500E-02 1.109657632E+00 1.146098513E+00 -3.644088100E-02
1.500000000E+01 315 1.084877804E+00 1.124941546E+00 -4.006374200E-02 1.084863631E+00 1.124917402E+00 -4.005377100E-02
1.500000000E+01 320 1.055697025E+00 1.098950008E+00 -4.325298300E-02 1.055684338E+00 1.098941498E+00 -4.325716000E-02
1.500000000E+01 325 1.010460923E+00 1.068918046E+00 -5.845712300E-02 1.010455575E+00 1.068899689E+00 -5.844411400E-02
1.500000000E+01 330 1.009531637E+00 1.025361394E+00 -1.582975700E-02 1.009526995E+00 1.025335135E+00 -1.580814000E-02
1.500000000E+01 335 1.010053862E+00 1.011534328E+00 -1.480466000E-03 1.010049471E+00 1.011523924E+00 -1.474453000E-03
1.500000000E+01 340 1.012141502E+00 1.011871051E+00 2.704510000E-04 1.012136654E+00 1.011861212E+00 2.754420000E-04
1.524993176E+01 290 1.156107627E+00 1.132405334E+00 2.370229300E-02 1.156102540E+00 1.132400053E+00 2.370248700E-02
1.524993176E+01 295 1.161545501E+00 1.138545464E+00 2.300003700E-02 1.161538215E+00 1.138538561E+00 2.299965400E-02
1.524993176E+01 300 1.160293126E+00 1.144289726E+00 1.600340000E-02 1.160235086E+00 1.144280734E+00 1.595435200E-02
1.524993176E+01 305 1.160651366E+00 1.149711118E+00 1.094024800E-02 1.160640621E+00 1.149699474E+00 1.094114700E-02
1.524993176E+01 310 1.150919153E+00 1.152939534E+00 -2.020381000E-03 1.150907819E+00 1.152887421E+00 -1.979602000E-03
1.524993176E+01 315 1.135645994E+00 1.151066376E+00 -1.542038200E-02 1.135619087E+00 1.151020216E+00 -1.540112900E-02
1.524993176E+01 320 1.114157560E+00 1.147832427E+00 -3.367486700E-02 1.114147594E+00 1.147786849E+00 -3.363925500E-02
1.524993176E+01 325 1.096218370E+00 1.128653491E+00 -3.243512100E-02 1.096209839E+00 1.128633503E+00 -3.242366400E-02
1.524993176E+01 330 1.053920700E+00 1.106214750E+00 -5.229405000E-02 1.053894694E+00 1.106137429E+00 -5.224273500E-02
1.524993176E+01 335 1.009124792E+00 1.074428287E+00 -6.530349500E-02 1.009117343E+00 1.074393617E+00 -6.527627400E-02
1.524993176E+01 340 1.008545334E+00 1.033839320E+00 -2.529398600E-02 1.008538843E+00 1.030759694E+00 -2.222085100E-02
1.549996187E+01 290 1.161252132E+00 1.135245068E+00 2.600706400E-02 1.161245986E+00 1.135237665E+00 2.600832100E-02
1.549996187E+01 295 1.167758432E+00 1.141665754E+00 2.609267800E-02 1.167747873E+00 1.141656040E+00 2.609183300E-02
1.549996187E+01 300 1.172444270E+00 1.148876604E+00 2.356766600E-02 1.172318758E+00 1.148863887E+00 2.345487100E-02
1.549996187E+01 305 1.171127321E+00 1.154931241E+00 1.619608000E-02 1.171111515E+00 1.154914876E+00 1.619663900E-02
1.549996187E+01 310 1.174817881E+00 1.154155317E+00 2.066256400E-02 1.174798185E+00 1.154077872E+00 2.072031300E-02
1.549996187E+01 315 1.176883440E+00 1.155392935E+00 2.149050500E-02 1.176859044E+00 1.155373897E+00 2.148514700E-02
1.549996187E+01 320 1.159534227E+00 1.159920273E+00 -3.860460000E-04 1.159498705E+00 1.159889119E+00 -3.904140000E-04
1.549996187E+01 325 1.142269351E+00 1.163230244E+00 -2.096089300E-02 1.142254484E+00 1.163190911E+00 -2.093642700E-02
1.549996187E+01 330 1.132232638E+00 1.152078289E+00 -1.984565100E-02 1.132195062E+00 1.152047264E+00 -1.985220200E-02
1.549996187E+01 335 1.111013770E+00 1.133744994E+00 -2.273122400E-02 1.110978660E+00 1.133585392E+00 -2.260673200E-02
1.549996187E+01 340 1.058170046E+00 1.107523918E+00 -4.935387200E-02 1.058122478E+00 1.107463218E+00 -4.934074000E-02
1.574996808E+01 290 1.166200893E+00 1.141594505E+00 2.460638800E-02 1.166189206E+00 1.141583916E+00 2.460529000E-02
1.574996808E+01 295 1.173351341E+00 1.147934790E+00 2.541655100E-02 1.173336121E+00 1.147920885E+00 2.541523600E-02
1.574996808E+01 300 1.180137532E+00 1.154240430E+00 2.589710200E-02 1.180117945E+00 1.154222395E+00 2.589555000E-02
1.574996808E+01 305 1.177401909E+00 1.159631954E+00 1.776995500E-02 1.177378995E+00 1.159499350E+00 1.787964500E-02
1.574996808E+01 310 1.183564832E+00 1.156931057E+00 2.663377500E-02 1.183535908E+00 1.156904029E+00 2.663187900E-02
1.574996808E+01 315 1.188474447E+00 1.162543332E+00 2.593111500E-02 1.188370746E+00 1.162508945E+00 2.586180100E-02
1.574996808E+01 320 1.187872388E+00 1.167334784E+00 2.053760400E-02 1.187830684E+00 1.167292145E+00 2.053853900E-02
1.574996808E+01 325 1.187699162E+00 1.171832541E+00 1.586662100E-02 1.187595795E+00 1.171778808E+00 1.581698700E-02
1.574996808E+01 330 1.171103226E+00 1.175390116E+00 -4.286890000E-03 1.171037774E+00 1.175323151E+00 -4.285377000E-03
1.574996808E+01 335 1.162274621E+00 1.175778883E+00 -1.350426200E-02 1.162205827E+00 1.175637198E+00 -1.343137100E-02
1.574996808E+01 340 1.142879063E+00 1.158458270E+00 -1.557920700E-02 1.142806775E+00 1.158323230E+00 -1.551645500E-02
1.600000000E+01 290 1.180390008E+00 1.146648960E+00 3.374104800E-02 1.179655948E+00 1.146634851E+00 3.302109700E-02
1.600000000E+01 295 1.178349154E+00 1.153535074E+00 2.481408000E-02 1.178328110E+00 1.153515204E+00 2.481290600E-02
1.600000000E+01 300 1.185821047E+00 1.160066846E+00 2.575420100E-02 1.185793813E+00 1.160041015E+00 2.575279800E-02
1.600000000E+01 305 1.191595773E+00 1.161350370E+00 3.024540300E-02 1.191131275E+00 1.161154958E+00 2.997631700E-02
1.600000000E+01 310 1.190607765E+00 1.162827826E+00 2.777993900E-02 1.190565843E+00 1.162789226E+00 2.777661700E-02
1.600000000E+01 315 1.195784784E+00 1.168786373E+00 2.699841100E-02 1.195559798E+00 1.168737410E+00 2.682238800E-02
1.600000000E+01 320 1.198131006E+00 1.173807197E+00 2.432380900E-02 1.198069202E+00 1.173746082E+00 2.432312000E-02
1.600000000E+01 325 1.199059970E+00 1.178906553E+00 2.015341700E-02 1.198987045E+00 1.178830585E+00 2.015646000E-02
1.600000000E+01 330 1.202813005E+00 1.183332593E+00 1.948041200E-02 1.202725333E+00 1.183238588E+00 1.948674500E-02
1.600000000E+01 335 1.199964288E+00 1.184782162E+00 1.518212600E-02 1.199816010E+00 1.184671048E+00 1.514496200E-02
1.600000000E+01 340 1.182766450E+00 1.186383646E+00 -3.617196000E-03 1.182677683E+00 1.186289845E+00 -3.612162000E-03
1.624993176E+01 290 1.185116623E+00 1.147264682E+00 3.785194100E-02 1.185091560E+00 1.147245035E+00 3.784652500E-02
1.624993176E+01 295 1.183058494E+00 1.154320301E+00 2.873819300E-02 1.182955555E+00 1.154181276E+00 2.877427900E-02
1.624993176E+01 300 1.191053636E+00 1.161320494E+00 2.973314200E-02 1.191001190E+00 1.161284560E+00 2.971663000E-02
1.624993176E+01 305 1.198940871E+00 1.162197230E+00 3.674364100E-02 1.198888906E+00 1.161918188E+00 3.697071800E-02
1.624993176E+01 310 1.196913265E+00 1.164795913E+00 3.211735200E-02 1.196935917E+00 1.164741759E+00 3.219415800E-02
