N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 340 2.100E-4 1.195945674E+00 1.224793831E+00
1.468000E+10 1.000E+16 340 2.100E-4 1.204569230E+00 1.224836590E+00
2.154000E+10 1.000E+16 340 2.100E-4 1.210916002E+00 1.224899297E+00
3.162000E+10 1.000E+16 340 2.100E-4 1.216808400E+00 1.224991114E+00
4.642000E+10 1.000E+16 340 2.100E-4 1.223575048E+00 1.225125324E+00
6.813000E+10 1.000E+16 340 2.100E-4 1.224198026E+00 1.225320898E+00
1.000000E+11 1.000E+16 340 2.100E-4 1.224796314E+00 1.225688863E+00
1.468000E+11 1.000E+16 340 2.100E-4 1.225430080E+00 1.226863345E+00
2.154000E+11 1.000E+16 340 2.100E-4 1.227277081E+00 1.228461377E+00
3.162000E+11 1.000E+16 340 2.100E-4 1.229768128E+00 1.230571599E+00
4.642000E+11 1.000E+16 340 2.100E-4 1.232710045E+00 1.233253613E+00
6.813000E+11 1.000E+16 340 2.100E-4 1.236136750E+00 1.236503595E+00
1.000000E+12 1.000E+16 340 2.100E-4 1.239980178E+00 1.240227191E+00
1.468000E+12 1.000E+16 340 2.100E-4 1.244070613E+00 1.244236839E+00
2.154000E+12 1.000E+16 340 2.100E-4 1.248263568E+00 1.248376601E+00
3.162000E+12 1.000E+16 340 2.100E-4 1.252257547E+00 1.252333172E+00
4.642000E+12 1.000E+16 340 2.100E-4 1.255812575E+00 1.255864449E+00
6.813000E+12 1.000E+16 340 2.100E-4 1.259024117E+00 1.259059385E+00
1.000000E+13 1.000E+16 340 2.100E-4 1.267886784E+00 1.267984763E+00
