T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.336639415E+00 1.269490117E+00 6.714929800E-02 1.333462073E+00 1.268926504E+00 6.453556900E-02 3.177342000E-03 5.636130000E-04
295 1.334655914E+00 1.269638991E+00 6.501692300E-02 1.331688358E+00 1.269123063E+00 6.256529500E-02 2.967556000E-03 5.159280000E-04
300 1.333580739E+00 1.270756878E+00 6.282386100E-02 1.330835336E+00 1.270286247E+00 6.054908900E-02 2.745403000E-03 4.706310000E-04
305 1.333503995E+00 1.272316554E+00 6.118744100E-02 1.331015811E+00 1.271859297E+00 5.915651400E-02 2.488184000E-03 4.572570000E-04
310 1.334590915E+00 1.275040826E+00 5.955008900E-02 1.332358047E+00 1.274636472E+00 5.772157500E-02 2.232868000E-03 4.043540000E-04
315 1.336719918E+00 1.278267488E+00 5.845243000E-02 1.334720072E+00 1.277872309E+00 5.684776300E-02 1.999846000E-03 3.951790000E-04
320 1.339631159E+00 1.281281645E+00 5.834951400E-02 1.337834831E+00 1.280889371E+00 5.694546000E-02 1.796328000E-03 3.922740000E-04
325 1.343420193E+00 1.284778471E+00 5.864172200E-02 1.341779391E+00 1.284363256E+00 5.741613500E-02 1.640802000E-03 4.152150000E-04
330 1.347387978E+00 1.287856340E+00 5.953163800E-02 1.345851919E+00 1.287401241E+00 5.845067800E-02 1.536059000E-03 4.550990000E-04
335 1.351612044E+00 1.290029956E+00 6.158208800E-02 1.350123335E+00 1.289522346E+00 6.060098900E-02 1.488709000E-03 5.076100000E-04
340 1.355775149E+00 1.291948974E+00 6.382617500E-02 1.354275790E+00 1.291339931E+00 6.293585900E-02 1.499359000E-03 6.090430000E-04
