N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -3.741270000E-04 -1.155207000E-03 -2.484074000E-03 -4.210796000E-03
1.600000000E+01 3.011733700E-02 3.037835700E-02 3.042390200E-02 2.975510200E-02
1.700000000E+01 4.280862800E-02 4.321992100E-02 4.242467200E-02 4.318374900E-02
1.549996187E+01 2.316484600E-02 2.206725100E-02 2.277423900E-02 2.274900100E-02
1.649996187E+01 4.482048200E-02 4.520626800E-02 4.600608300E-02 4.629338800E-02
1.674996808E+01 4.704635000E-02 4.629873000E-02 4.752318300E-02 4.816963100E-02
1.624993176E+01 3.721125300E-02 3.795356300E-02 3.824579800E-02 3.843217200E-02
1.574996808E+01 2.632569100E-02 2.639809000E-02 2.564468100E-02 2.606436500E-02
1.524993176E+01 1.463859700E-02 1.392369500E-02 1.384617700E-02 1.344914400E-02
