fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 11:26:18 294.9 39.32 1.000E+000 9.800E-001 5.707E-006 1.000E+020 2.891E+000 3.709E-009 1.658E-003 
0002 11:35:48 294.9 39.32 1.000E+000 9.800E-001 6.232E-006 1.000E+020 2.855E+000 4.018E-009 2.360E-003 
0003 11:39:34 295.5 39.24 1.000E+000 9.800E-001 6.489E-006 1.000E+020 2.844E+000 4.259E-009 2.195E-003 
0004 11:46:16 295.2 39.28 1.000E+000 9.800E-001 6.156E-006 1.000E+020 2.858E+000 4.072E-009 2.161E-003 
0005 11:48:42 295.2 39.28 1.000E+000 9.800E-001 6.246E-006 1.000E+020 2.857E+000 4.090E-009 2.187E-003 
0006 11:51:18 295.2 39.28 1.000E+000 9.800E-001 6.232E-006 1.000E+020 2.859E+000 4.095E-009 2.229E-003 
0007 11:57:38 295 39.3 1.000E+000 9.800E-001 6.235E-006 1.000E+020 2.857E+000 4.082E-009 5.412E-002 
0008 12:03:14 294.9 39.32 1.000E+000 9.800E-001 6.203E-006 1.000E+020 2.863E+000 4.036E-009 2.152E-003 
0009 12:07:52 295 39.3 1.000E+000 9.800E-001 6.336E-006 1.000E+020 2.857E+000 4.114E-009 2.160E-003 
0010 12:11:16 294.9 39.32 1.000E+000 9.800E-001 6.244E-006 1.000E+020 2.858E+000 4.073E-009 2.159E-003 
0011 12:14:32 295 39.3 1.000E+000 9.800E-001 6.264E-006 1.000E+020 2.859E+000 4.107E-009 2.141E-003 
0012 12:19:40 295.1 39.29 1.000E+000 9.800E-001 6.188E-006 1.000E+020 2.858E+000 4.149E-009 5.314E-002 
0013 12:23:56 295.2 39.28 1.000E+000 9.800E-001 6.298E-006 1.000E+020 2.860E+000 4.155E-009 2.102E-003 
0014 12:28:54 295.2 39.28 1.000E+000 9.800E-001 6.321E-006 1.000E+020 2.860E+000 4.155E-009 2.091E-003 
0015 12:32:24 295.1 39.29 1.000E+000 9.800E-001 6.242E-006 1.000E+020 2.862E+000 4.123E-009 2.077E-003 
0016 12:35:40 295.1 39.29 1.000E+000 9.800E-001 6.186E-006 1.000E+020 2.861E+000 4.142E-009 2.083E-003 
0017 12:39:50 295.1 39.29 1.000E+000 9.800E-001 6.223E-006 1.000E+020 2.862E+000 4.136E-009 2.058E-003 
0018 12:43:28 295.1 39.29 1.000E+000 9.800E-001 6.226E-006 1.000E+020 2.862E+000 4.142E-009 2.102E-003 
0019 12:48:16 295.1 39.29 1.000E+000 9.800E-001 6.296E-006 1.000E+020 2.863E+000 4.151E-009 2.080E-003 
0020 12:52:56 295 39.3 1.000E+000 9.800E-001 6.173E-006 1.000E+020 2.864E+000 4.134E-009 2.093E-003 
0021 12:59:52 294.9 39.32 1.000E+000 9.800E-001 6.193E-006 1.000E+020 2.866E+000 4.104E-009 2.094E-003 
0022 13:03:06 295 39.3 1.000E+000 9.800E-001 6.217E-006 1.000E+020 2.866E+000 4.140E-009 2.078E-003 
0023 13:11:16 295 39.3 1.000E+000 9.800E-001 6.102E-006 1.000E+020 2.866E+000 4.136E-009 2.031E-003 
0024 13:17:16 295.1 39.29 1.000E+000 9.800E-001 6.128E-006 1.000E+020 2.867E+000 4.145E-009 2.073E-003 
0025 13:24:30 295.2 39.28 1.000E+000 9.800E-001 6.046E-006 1.000E+020 2.864E+000 4.201E-009 2.011E-003 
0026 13:29:16 295.1 39.29 1.000E+000 9.800E-001 6.043E-006 1.000E+020 2.869E+000 4.131E-009 2.069E-003 
0027 13:33:06 295.2 39.28 1.000E+000 9.800E-001 6.150E-006 1.000E+020 2.868E+000 4.178E-009 2.044E-003 
0028 13:38:08 295.1 39.29 1.000E+000 9.800E-001 6.237E-006 1.000E+020 2.868E+000 4.163E-009 2.047E-003 
0029 13:43:58 295 39.3 1.000E+000 9.800E-001 6.126E-006 1.000E+020 2.868E+000 4.151E-009 2.026E-003 
0030 13:49:04 295 39.3 1.000E+000 9.800E-001 6.144E-006 1.000E+020 2.870E+000 4.152E-009 2.075E-003 
0031 13:54:16 295 39.3 1.000E+000 9.800E-001 6.083E-006 1.000E+020 2.866E+000 4.177E-009 2.013E-003 
0032 13:57:18 295.1 39.29 1.000E+000 9.800E-001 6.197E-006 1.000E+020 2.869E+000 4.180E-009 2.075E-003 
0033 14:04:26 295.2 39.28 1.000E+000 9.800E-001 6.134E-006 1.000E+020 2.870E+000 4.198E-009 2.048E-003 
0034 14:08:38 295.1 39.29 1.000E+000 9.800E-001 6.058E-006 1.000E+020 2.869E+000 4.181E-009 1.967E-003 
0035 14:16:22 295.1 39.29 1.000E+000 9.800E-001 6.147E-006 1.000E+020 2.870E+000 4.187E-009 2.050E-003 
0036 14:24:18 295 39.3 1.000E+000 9.800E-001 6.057E-006 1.000E+020 2.871E+000 4.171E-009 2.074E-003 
0037 14:35:26 294.9 39.32 1.000E+000 9.800E-001 6.049E-006 1.000E+020 2.871E+000 4.164E-009 2.059E-003 
0038 14:44:18 295 39.3 1.000E+000 9.800E-001 5.995E-006 1.000E+020 2.870E+000 4.198E-009 2.037E-003 
0039 14:55:18 295.2 39.28 1.000E+000 9.800E-001 6.067E-006 1.000E+020 2.871E+000 4.232E-009 1.998E-003 
