fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 8:18:42 293.2 39.54 1.000E+000 8.410E-001 2.708E-006 4.096E+002 2.541E+000 3.808E-008 4.724E-004 
00T2 8:44:24 296.2 39.14 1.000E+000 8.597E-001 2.881E-006 4.177E+002 2.515E+000 4.342E-008 4.733E-004 
00T3 9:04:58 299.1 38.76 1.000E+000 8.778E-001 3.012E-006 4.257E+002 2.489E+000 4.922E-008 5.820E-004 
00T4 9:25:06 302.5 38.33 1.000E+000 8.990E-001 3.070E-006 4.352E+002 2.460E+000 5.626E-008 4.528E-004 
00T5 9:42:56 305.7 37.93 1.000E+000 9.189E-001 3.136E-006 4.439E+002 2.434E+000 6.433E-008 3.991E-004 
00T6 10:03:34 308.8 37.55 1.000E+000 9.383E-001 3.172E-006 4.519E+002 2.408E+000 7.254E-008 5.024E-004 
00T7 10:25:24 312.5 37.1 1.000E+000 9.613E-001 3.237E-006 4.616E+002 2.378E+000 8.308E-008 5.680E-004 
00T8 10:44:46 315.4 36.76 1.000E+000 9.794E-001 3.271E-006 4.691E+002 2.356E+000 9.149E-008 5.293E-004 
00T9 11:04:12 319.1 36.33 1.000E+000 1.002E+000 3.390E-006 4.778E+002 2.327E+000 1.039E-007 3.532E-004 
0T10 11:22:06 323.5 35.84 1.000E+000 1.030E+000 3.557E-006 4.871E+002 2.294E+000 1.188E-007 4.801E-004 
0T11 11:41:08 326.6 35.5 1.000E+000 1.049E+000 3.729E-006 4.944E+002 2.272E+000 1.296E-007 5.288E-004 
0T12 12:01:38 330 35.13 1.000E+000 1.070E+000 3.945E-006 5.004E+002 2.247E+000 1.439E-007 6.424E-004 
0T13 12:19:44 333 34.82 1.000E+000 1.089E+000 3.947E-006 5.053E+002 2.226E+000 1.551E-007 5.138E-004 
0T14 12:42:54 335.7 34.54 1.000E+000 1.106E+000 4.190E-006 5.081E+002 2.207E+000 1.686E-007 5.254E-004 
0T15 13:06:36 339.7 34.13 1.000E+000 1.131E+000 4.473E-006 5.126E+002 2.180E+000 1.875E-007 6.032E-004 
