N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.153529260E+00 1.143098817E+00 1.132613216E+00 1.121289509E+00
1.600000000E+01 1.241317443E+00 1.239675993E+00 1.238073702E+00 1.235381078E+00
1.700000000E+01 1.264284990E+00 1.261683141E+00 1.258613077E+00 1.257453194E+00
1.549996187E+01 1.222242122E+00 1.218372118E+00 1.216324675E+00 1.213609287E+00
1.649996187E+01 1.253857911E+00 1.251932921E+00 1.250841986E+00 1.249464036E+00
1.674996808E+01 1.259520710E+00 1.256210632E+00 1.255256072E+00 1.253992669E+00
1.624993176E+01 1.247633190E+00 1.246409525E+00 1.245000279E+00 1.243672795E+00
1.574996808E+01 1.233309044E+00 1.231182641E+00 1.228309853E+00 1.226618716E+00
1.524993176E+01 1.202327674E+00 1.197254243E+00 1.192814975E+00 1.188324391E+00
