N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.259132370E+00 1.257116036E+00 1.254976024E+00 1.254350393E+00
1.016672606E+01 1.265774080E+00 1.263805834E+00 1.261742161E+00 1.261208672E+00
1.033324570E+01 1.272140123E+00 1.270100803E+00 1.268012680E+00 1.267480921E+00
1.049996187E+01 1.278500387E+00 1.276297385E+00 1.274108931E+00 1.273512967E+00
1.066670514E+01 1.284928996E+00 1.282502767E+00 1.280168904E+00 1.279472375E+00
1.083333839E+01 1.291341219E+00 1.288673092E+00 1.286185912E+00 1.285386849E+00
1.100000000E+01 1.297571476E+00 1.294690713E+00 1.292084073E+00 1.291217186E+00
1.116672606E+01 1.303470444E+00 1.300456798E+00 1.297805725E+00 1.296939029E+00
1.133324570E+01 1.308983920E+00 1.305961857E+00 1.303373513E+00 1.302596764E+00
1.149996187E+01 1.314184200E+00 1.311306559E+00 1.308901502E+00 1.308306477E+00
1.166670514E+01 1.319249403E+00 1.316670997E+00 1.314556710E+00 1.314213008E+00
1.183333839E+01 1.324407114E+00 1.322251751E+00 1.320494594E+00 1.320428889E+00
1.200000000E+01 1.329864987E+00 1.328194060E+00 1.326800202E+00 1.326989122E+00
1.216672606E+01 1.335749837E+00 1.334545638E+00 1.333462073E+00 1.333844520E+00
1.233324570E+01 1.342074951E+00 1.341250681E+00 1.340388945E+00 1.340892200E+00
1.249996187E+01 1.348748865E+00 1.348184275E+00 1.347454582E+00 1.348018740E+00
1.266670514E+01 1.355620701E+00 1.355204558E+00 1.354540760E+00 1.355128867E+00
1.283333839E+01 1.362535807E+00 1.362191837E+00 1.361556854E+00 1.362151219E+00
1.300000000E+01 1.369371792E+00 1.369060004E+00 1.368437484E+00 1.369031284E+00
