T d154 d184 d214 d244
d 150 180 210 240
290 1.214340795E+00 1.213445001E+00 1.212775355E+00 1.212618885E+00
295 1.213380933E+00 1.212644633E+00 1.212001172E+00 1.211829163E+00
300 1.213379086E+00 1.212663289E+00 1.212108456E+00 1.211739608E+00
305 1.213732422E+00 1.212990987E+00 1.212432700E+00 1.212008933E+00
310 1.213969441E+00 1.213152273E+00 1.212547306E+00 1.212003065E+00
315 1.212865663E+00 1.212151619E+00 1.211325327E+00 1.210629913E+00
320 1.209441779E+00 1.208496414E+00 1.207320455E+00 1.206112856E+00
325 1.199504514E+00 1.198149280E+00 1.196377460E+00 1.194379842E+00
330 1.176260137E+00 1.174446063E+00 1.171706290E+00 1.168377153E+00
335 1.128038197E+00 1.125950019E+00 1.121954843E+00 1.116699535E+00
340 1.043161242E+00 1.041241834E+00 1.036152369E+00 1.028657635E+00
