N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.218226117E+00 1.210585592E+00 1.203622291E+00 1.197838834E+00
1.016672606E+01 1.220785367E+00 1.213109244E+00 1.206158824E+00 1.200440364E+00
1.033324570E+01 1.222692307E+00 1.215046652E+00 1.208185117E+00 1.202614764E+00
1.049996187E+01 1.224176267E+00 1.216639473E+00 1.209957045E+00 1.204635030E+00
1.066670514E+01 1.225424656E+00 1.218091691E+00 1.211697690E+00 1.206745070E+00
1.083333839E+01 1.226597867E+00 1.219584707E+00 1.213610507E+00 1.209168607E+00
1.100000000E+01 1.227841528E+00 1.221287523E+00 1.215884018E+00 1.212104619E+00
1.116672606E+01 1.229294225E+00 1.223358127E+00 1.218682036E+00 1.215702896E+00
1.133324570E+01 1.231087581E+00 1.225931453E+00 1.222115550E+00 1.220019640E+00
1.149996187E+01 1.233334890E+00 1.229090893E+00 1.226199145E+00 1.224969909E+00
1.166670514E+01 1.236105936E+00 1.232829304E+00 1.230814415E+00 1.230315741E+00
1.183333839E+01 1.239393834E+00 1.237022212E+00 1.235717938E+00 1.235729122E+00
1.200000000E+01 1.243093885E+00 1.241446985E+00 1.240619368E+00 1.240916482E+00
1.216672606E+01 1.247022935E+00 1.245861801E+00 1.245295591E+00 1.245722709E+00
1.233324570E+01 1.250987880E+00 1.250101677E+00 1.249659215E+00 1.250140724E+00
1.249996187E+01 1.254864125E+00 1.254120984E+00 1.253738690E+00 1.254246426E+00
1.266670514E+01 1.258624945E+00 1.257961165E+00 1.257612650E+00 1.258133492E+00
1.283333839E+01 1.262309472E+00 1.261692769E+00 1.261361900E+00 1.261885848E+00
1.300000000E+01 1.265973843E+00 1.265381017E+00 1.265055237E+00 1.265575238E+00
