N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.229379010E+00 1.230842234E+00 1.231973076E+00 1.231951964E+00 1.229378353E+00 1.221595798E+00 1.204646478E+00 1.171918027E+00 1.114984489E+00 1.025917854E+00 1.007502702E+00
1.016672606E+01 1.229459050E+00 1.230922817E+00 1.232064096E+00 1.232070169E+00 1.229553694E+00 1.221881900E+00 1.205137367E+00 1.172759583E+00 1.116359641E+00 1.027945254E+00 1.007500237E+00
1.033324570E+01 1.229575634E+00 1.231040013E+00 1.232196156E+00 1.232241153E+00 1.229806579E+00 1.222293623E+00 1.205842954E+00 1.173969191E+00 1.118338517E+00 1.030870449E+00 1.007497163E+00
1.049996187E+01 1.229744990E+00 1.231209861E+00 1.232386834E+00 1.232486894E+00 1.230168442E+00 1.222880882E+00 1.206847616E+00 1.175691159E+00 1.121160374E+00 1.035057327E+00 1.007493785E+00
1.066670514E+01 1.229989958E+00 1.231454698E+00 1.232660200E+00 1.232836883E+00 1.230680533E+00 1.223707963E+00 1.208258777E+00 1.178109117E+00 1.125131802E+00 1.040980860E+00 1.007491148E+00
1.083333839E+01 1.230342116E+00 1.231804952E+00 1.233048283E+00 1.233329023E+00 1.231394007E+00 1.224852237E+00 1.210203247E+00 1.181438457E+00 1.130616521E+00 1.049220854E+00 1.007491915E+00
1.100000000E+01 1.230844011E+00 1.232300790E+00 1.233591870E+00 1.234009186E+00 1.232367082E+00 1.226396835E+00 1.212811982E+00 1.185898458E+00 1.137990965E+00 1.060407063E+00 1.007502011E+00
1.116672606E+01 1.231550899E+00 1.232992996E+00 1.234339935E+00 1.234928107E+00 1.233657320E+00 1.228414263E+00 1.216187411E+00 1.191651988E+00 1.147542811E+00 1.075074473E+00 1.007533358E+00
1.133324570E+01 1.232531094E+00 1.233942133E+00 1.235346785E+00 1.236134819E+00 1.235308168E+00 1.230940011E+00 1.220352956E+00 1.198711166E+00 1.159304072E+00 1.093396864E+00 1.007607818E+00
1.149996187E+01 1.233863404E+00 1.235215092E+00 1.236666645E+00 1.237667602E+00 1.237333289E+00 1.233944431E+00 1.225200955E+00 1.206839037E+00 1.172863181E+00 1.114841248E+00 1.025944534E+00
1.166670514E+01 1.235630323E+00 1.236878649E+00 1.238346772E+00 1.239546153E+00 1.239707344E+00 1.237321756E+00 1.230477734E+00 1.215521298E+00 1.187289723E+00 1.137949341E+00 1.059845179E+00
1.183333839E+01 1.237906401E+00 1.238990478E+00 1.240421411E+00 1.241770073E+00 1.242373450E+00 1.240915609E+00 1.235844389E+00 1.224087375E+00 1.201336899E+00 1.160581880E+00 1.093958197E+00
1.200000000E+01 1.240743047E+00 1.241589093E+00 1.242908059E+00 1.244324722E+00 1.245266329E+00 1.244576004E+00 1.240999946E+00 1.231958992E+00 1.213912330E+00 1.180727193E+00 1.124840425E+00
1.216672606E+01 1.244154085E+00 1.244685082E+00 1.245904721E+00 1.247189240E+00 1.248335682E+00 1.248209807E+00 1.245784354E+00 1.238858447E+00 1.224501779E+00 1.197356621E+00 1.150390878E+00
1.233324570E+01 1.248109329E+00 1.248257487E+00 1.249194395E+00 1.250341060E+00 1.251554142E+00 1.251790376E+00 1.250187313E+00 1.244818707E+00 1.233206385E+00 1.210600855E+00 1.170511298E+00
1.249996187E+01 1.252542577E+00 1.252259629E+00 1.252843054E+00 1.253757861E+00 1.254912059E+00 1.255333692E+00 1.254282568E+00 1.250033550E+00 1.240441481E+00 1.221220137E+00 1.186347980E+00
1.266670514E+01 1.257372279E+00 1.256634004E+00 1.256813883E+00 1.257421279E+00 1.258411415E+00 1.258872984E+00 1.258162303E+00 1.254709966E+00 1.246627635E+00 1.229999292E+00 1.199194639E+00
1.283333839E+01 1.262522758E+00 1.261327883E+00 1.261076077E+00 1.261321241E+00 1.262063656E+00 1.262447214E+00 1.261909420E+00 1.259009008E+00 1.252068447E+00 1.237475228E+00 1.209956788E+00
1.300000000E+01 1.267933096E+00 1.266299520E+00 1.265607861E+00 1.265455784E+00 1.265886859E+00 1.266097046E+00 1.265594955E+00 1.263048788E+00 1.256957186E+00 1.243971300E+00 1.219140142E+00
