N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.285901093E+00 1.286823705E+00 1.288734416E+00 1.291444947E+00 1.294663520E+00 1.297832160E+00 1.301225514E+00 1.304166761E+00 1.306471231E+00 1.307680030E+00 1.307013375E+00
1.016672606E+01 1.286074197E+00 1.286978118E+00 1.288873161E+00 1.291572043E+00 1.294784016E+00 1.297951752E+00 1.301350796E+00 1.304305150E+00 1.306631748E+00 1.307874270E+00 1.307256795E+00
1.033324570E+01 1.286325791E+00 1.287202659E+00 1.289074949E+00 1.291756827E+00 1.294959075E+00 1.298125305E+00 1.301532383E+00 1.304505428E+00 1.306863774E+00 1.308154693E+00 1.307607806E+00
1.049996187E+01 1.286690168E+00 1.287528016E+00 1.289367330E+00 1.292024420E+00 1.295212292E+00 1.298375937E+00 1.301794099E+00 1.304793547E+00 1.307196878E+00 1.308556530E+00 1.308109933E+00
1.066670514E+01 1.287214957E+00 1.287996878E+00 1.289788657E+00 1.292409701E+00 1.295576260E+00 1.298735331E+00 1.302168355E+00 1.305204366E+00 1.307670559E+00 1.309126487E+00 1.308820209E+00
1.083333839E+01 1.287964651E+00 1.288667239E+00 1.290391020E+00 1.292959894E+00 1.296094800E+00 1.299245640E+00 1.302697665E+00 1.305783009E+00 1.308335140E+00 1.309923135E+00 1.309809355E+00
1.100000000E+01 1.289023434E+00 1.289615126E+00 1.291242764E+00 1.293736705E+00 1.296824614E+00 1.299960583E+00 1.303435127E+00 1.306584575E+00 1.309250684E+00 1.311014821E+00 1.311157856E+00
1.116672606E+01 1.290495329E+00 1.290935235E+00 1.292429235E+00 1.294816829E+00 1.297835239E+00 1.300944543E+00 1.304442467E+00 1.307670809E+00 1.310481827E+00 1.312472273E+00 1.312945446E+00
1.133324570E+01 1.292498803E+00 1.292736890E+00 1.294049549E+00 1.296288979E+00 1.299205757E+00 1.302268423E+00 1.305784374E+00 1.309102399E+00 1.312087568E+00 1.314354572E+00 1.315232497E+00
1.149996187E+01 1.295152507E+00 1.295132470E+00 1.296207085E+00 1.298245658E+00 1.301016974E+00 1.304001366E+00 1.307518977E+00 1.310927334E+00 1.314106464E+00 1.316690731E+00 1.318036539E+00
1.166670514E+01 1.298551066E+00 1.298216955E+00 1.298992445E+00 1.300768909E+00 1.303339129E+00 1.306199452E+00 1.309686472E+00 1.313168570E+00 1.316542709E+00 1.319463501E+00 1.321314060E+00
1.183333839E+01 1.302735535E+00 1.302041811E+00 1.302461290E+00 1.303912230E+00 1.306217527E+00 1.308894496E+00 1.312300518E+00 1.315817455E+00 1.319361119E+00 1.322606218E+00 1.324960203E+00
1.200000000E+01 1.307671074E+00 1.306593303E+00 1.306614883E+00 1.307684629E+00 1.309661047E+00 1.312087524E+00 1.315346830E+00 1.318837604E+00 1.322496734E+00 1.326018745E+00 1.328832711E+00
1.216672606E+01 1.313247239E+00 1.311788809E+00 1.311394547E+00 1.312045412E+00 1.313639277E+00 1.315749998E+00 1.318790029E+00 1.322178441E+00 1.325875946E+00 1.329597184E+00 1.332791161E+00
1.233324570E+01 1.319306189E+00 1.317497987E+00 1.316696984E+00 1.316915465E+00 1.318091955E+00 1.319833620E+00 1.322585856E+00 1.325791747E+00 1.329438814E+00 1.333262955E+00 1.336732905E+00
1.249996187E+01 1.325684887E+00 1.323579030E+00 1.322404164E+00 1.322201025E+00 1.322947637E+00 1.324285352E+00 1.326694248E+00 1.329644279E+00 1.333152614E+00 1.336978126E+00 1.340610388E+00
1.266670514E+01 1.332246848E+00 1.329908676E+00 1.328410100E+00 1.327816163E+00 1.328141334E+00 1.329060227E+00 1.331087684E+00 1.333722313E+00 1.337013212E+00 1.340744113E+00 1.344427321E+00
1.283333839E+01 1.338890127E+00 1.336391823E+00 1.334630815E+00 1.333691754E+00 1.333621315E+00 1.334125051E+00 1.335751209E+00 1.338027640E+00 1.341036819E+00 1.344589038E+00 1.348221545E+00
1.300000000E+01 1.345538291E+00 1.342954801E+00 1.340999300E+00 1.339771318E+00 1.339344897E+00 1.339453260E+00 1.340675527E+00 1.342568230E+00 1.345247690E+00 1.348552040E+00 1.352045648E+00
