fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T38 13:23:58 295 39.3 1.000E+000 8.400E-001 4.727E-006 2.570E+004 3.071E+000 2.907E-009 8.401E-004 
0T39 13:32:22 295 39.3 1.000E+000 8.400E-001 4.720E-006 2.668E+004 3.075E+000 2.888E-009 7.805E-004 
0T40 13:44:34 295 39.3 1.000E+000 8.400E-001 4.658E-006 2.842E+004 3.078E+000 2.876E-009 8.789E-004 
0T41 13:53:28 295 39.3 1.000E+000 8.400E-001 4.638E-006 2.805E+004 3.079E+000 2.870E-009 8.309E-004 
0T42 14:03:30 295 39.3 1.000E+000 8.400E-001 4.616E-006 2.968E+004 3.081E+000 2.861E-009 9.317E-004 
0T43 14:14:56 295 39.3 1.000E+000 8.400E-001 4.700E-006 2.697E+004 3.075E+000 2.891E-009 9.219E-004 
0T44 14:21:10 295 39.3 1.000E+000 8.400E-001 4.699E-006 2.757E+004 3.076E+000 2.885E-009 8.171E-004 
0T51 14:33:54 295 39.3 1.000E+000 8.400E-001 4.598E-006 2.712E+004 3.077E+000 2.885E-009 8.690E-004 
0T52 14:43:04 295 39.3 1.000E+000 8.400E-001 4.632E-006 2.938E+004 3.078E+000 2.876E-009 8.784E-004 
0T53 14:52:50 295 39.3 1.000E+000 8.400E-001 4.659E-006 2.789E+004 3.076E+000 2.884E-009 8.088E-004 
0T54 15:02:58 295 39.3 1.000E+000 8.400E-001 4.672E-006 2.727E+004 3.073E+000 2.900E-009 8.723E-004 
0T55 15:12:56 295 39.3 1.000E+000 8.400E-001 4.624E-006 2.721E+004 3.073E+000 2.900E-009 8.900E-004 
