N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+10 20 3.162E+15 340 3.800E-4 3.753691E-1 2.139830E+1 3.843130E-1 7.416580E+1 3.119240E-1 3.430041E-1
1.468000E+10 20 3.162E+15 340 3.800E-4 3.743276E-1 2.122550E+1 3.828060E-1 7.406230E+1 3.104000E-1 3.419048E-1
2.154000E+10 20 3.162E+15 340 3.800E-4 3.728364E-1 2.098800E+1 3.807340E-1 7.392670E+1 3.083500E-1 3.403280E-1
3.162000E+10 20 3.162E+15 340 3.800E-4 3.707243E-1 2.066910E+1 3.778760E-1 7.377190E+1 3.056540E-1 3.381121E-1
4.642000E+10 20 3.162E+15 340 3.800E-4 3.677779E-1 2.025290E+1 3.741900E-1 7.358320E+1 3.022170E-1 3.350722E-1
6.813000E+10 20 3.162E+15 340 3.800E-4 3.637516E-1 1.972740E+1 3.696590E-1 7.335540E+1 2.980180E-1 3.309761E-1
1.000000E+11 20 3.162E+15 340 3.800E-4 3.583975E-1 1.908800E+1 3.642030E-1 7.311760E+1 2.931150E-1 3.256059E-1
1.468000E+11 20 3.162E+15 340 3.800E-4 3.515189E-1 1.834020E+1 3.581320E-1 7.284180E+1 2.876460E-1 3.187966E-1
2.154000E+11 20 3.162E+15 340 3.800E-4 3.430335E-1 1.749980E+1 3.516320E-1 7.254010E+1 2.818070E-1 3.104931E-1
3.162000E+11 20 3.162E+15 340 3.800E-4 3.330189E-1 1.659100E+1 3.448980E-1 7.222410E+1 2.757910E-1 3.007883E-1
4.642000E+11 20 3.162E+15 340 3.800E-4 3.216903E-1 1.564000E+1 3.382000E-1 7.187790E+1 2.697560E-1 2.898917E-1
6.813000E+11 20 3.162E+15 340 3.800E-4 3.093043E-1 1.466810E+1 3.315550E-1 7.151590E+1 2.637400E-1 2.780787E-1
1.000000E+12 20 3.162E+15 340 3.800E-4 2.960402E-1 1.368610E+1 3.248950E-1 7.114680E+1 2.577440E-1 2.654970E-1
1.468000E+12 20 3.162E+15 340 3.800E-4 2.819420E-1 1.269460E+1 3.182300E-1 7.074380E+1 2.517090E-1 2.521685E-1
2.154000E+12 20 3.162E+15 340 3.800E-4 2.669619E-1 1.169030E+1 3.113950E-1 7.031280E+1 2.454980E-1 2.380934E-1
3.162000E+12 20 3.162E+15 340 3.800E-4 2.510621E-1 1.067230E+1 3.042570E-1 6.985660E+1 2.390720E-1 2.232028E-1
4.642000E+12 20 3.162E+15 340 3.800E-4 2.343001E-1 9.646600E+0 2.968460E-1 6.934860E+1 2.323730E-1 2.075660E-1
6.813000E+12 20 3.162E+15 340 3.800E-4 2.168514E-1 8.625100E+0 2.891350E-1 6.878170E+1 2.254000E-1 1.913289E-1
1.000000E+13 20 3.162E+15 340 3.800E-4 1.989823E-1 7.623700E+0 2.810400E-1 6.816350E+1 2.180960E-1 1.747786E-1
1.468000E+13 20 3.162E+15 340 3.800E-4 1.810083E-1 6.658700E+0 2.725550E-1 6.748490E+1 2.104590E-1 1.581948E-1
2.154000E+13 20 3.162E+15 340 3.800E-4 1.632578E-1 5.745400E+0 2.637040E-1 6.672620E+1 2.025100E-1 1.418540E-1
3.162000E+13 20 3.162E+15 340 3.800E-4 1.460442E-1 4.896300E+0 2.544660E-1 6.587580E+1 1.942090E-1 1.260579E-1
4.642000E+13 20 3.162E+15 340 3.800E-4 1.296436E-1 4.120900E+0 2.448100E-1 6.492030E+1 1.855370E-1 1.110528E-1
6.813000E+13 20 3.162E+15 340 3.800E-4 1.142789E-1 3.424600E+0 2.346960E-1 6.384200E+1 1.764550E-1 9.703841E-2
1.000000E+14 20 3.162E+15 340 3.800E-4 1.001112E-1 2.809400E+0 2.240680E-1 6.262150E+1 1.669430E-1 8.414290E-2
1.000000E+10 120 3.162E+15 340 3.800E-4 3.756138E-1 2.143900E+1 3.845990E-1 7.420350E+1 3.122750E-1 3.432705E-1
1.468000E+10 120 3.162E+15 340 3.800E-4 3.746800E-1 2.128230E+1 3.832090E-1 7.411260E+1 3.108890E-1 3.422816E-1
2.154000E+10 120 3.162E+15 340 3.800E-4 3.733397E-1 2.106570E+1 3.812950E-1 7.399130E+1 3.090140E-1 3.408536E-1
3.162000E+10 120 3.162E+15 340 3.800E-4 3.714344E-1 2.077280E+1 3.786630E-1 7.384610E+1 3.065140E-1 3.388545E-1
4.642000E+10 120 3.162E+15 340 3.800E-4 3.687632E-1 2.038710E+1 3.752060E-1 7.367280E+1 3.032910E-1 3.360969E-1
6.813000E+10 120 3.162E+15 340 3.800E-4 3.650884E-1 1.989520E+1 3.709370E-1 7.345450E+1 2.993260E-1 3.323320E-1
1.000000E+11 120 3.162E+15 340 3.800E-4 3.601586E-1 1.929010E+1 3.657330E-1 7.322280E+1 2.946190E-1 3.273729E-1
1.468000E+11 120 3.162E+15 340 3.800E-4 3.537556E-1 1.857400E+1 3.599070E-1 7.294270E+1 2.893070E-1 3.210084E-1
2.154000E+11 120 3.162E+15 340 3.800E-4 3.457568E-1 1.775980E+1 3.534810E-1 7.265570E+1 2.835640E-1 3.131523E-1
3.162000E+11 120 3.162E+15 340 3.800E-4 3.361908E-1 1.686940E+1 3.468390E-1 7.233620E+1 2.775880E-1 3.038568E-1
4.642000E+11 120 3.162E+15 340 3.800E-4 3.252380E-1 1.592930E+1 3.401920E-1 7.198460E+1 2.715530E-1 2.932991E-1
6.813000E+11 120 3.162E+15 340 3.800E-4 3.131549E-1 1.496270E+1 3.334860E-1 7.163760E+1 2.655370E-1 2.817426E-1
1.000000E+12 120 3.162E+15 340 3.800E-4 3.001533E-1 1.398370E+1 3.268660E-1 7.126550E+1 2.595410E-1 2.693925E-1
1.468000E+12 120 3.162E+15 340 3.800E-4 2.863173E-1 1.299570E+1 3.202710E-1 7.086070E+1 2.535250E-1 2.563002E-1
2.154000E+12 120 3.162E+15 340 3.800E-4 2.716169E-1 1.199580E+1 3.134400E-1 7.045120E+1 2.473930E-1 2.424444E-1
3.162000E+12 120 3.162E+15 340 3.800E-4 2.560003E-1 1.098170E+1 3.064150E-1 6.999850E+1 2.410250E-1 2.278118E-1
4.642000E+12 120 3.162E+15 340 3.800E-4 2.394912E-1 9.957200E+0 2.991410E-1 6.949300E+1 2.344240E-1 2.123753E-1
6.813000E+12 120 3.162E+15 340 3.800E-4 2.222306E-1 8.932700E+0 2.914940E-1 6.894780E+1 2.275100E-1 1.963150E-1
1.000000E+13 120 3.162E+15 340 3.800E-4 2.044617E-1 7.923200E+0 2.834750E-1 6.835090E+1 2.203030E-1 1.798257E-1
1.468000E+13 120 3.162E+15 340 3.800E-4 1.864895E-1 6.945200E+0 2.751110E-1 6.768460E+1 2.127640E-1 1.632132E-1
2.154000E+13 120 3.162E+15 340 3.800E-4 1.686418E-1 6.014300E+0 2.663840E-1 6.693960E+1 2.048930E-1 1.467678E-1
3.162000E+13 120 3.162E+15 340 3.800E-4 1.512393E-1 5.144300E+0 2.572710E-1 6.610590E+1 1.966700E-1 1.307848E-1
4.642000E+13 120 3.162E+15 340 3.800E-4 1.345719E-1 4.345400E+0 2.477410E-1 6.516960E+1 1.880960E-1 1.155098E-1
6.813000E+13 120 3.162E+15 340 3.800E-4 1.188802E-1 3.624400E+0 2.377570E-1 6.411590E+1 1.791310E-1 1.011667E-1
1.000000E+14 120 3.162E+15 340 3.800E-4 1.043451E-1 2.984500E+0 2.272680E-1 6.292620E+1 1.697170E-1 8.792608E-2
1.000000E+10 220 3.162E+15 340 3.800E-4 3.757913E-1 2.146880E+1 3.848060E-1 7.423150E+1 3.125290E-1 3.434677E-1
