N_Fe Time N_B T d Jsc Eta Voc FF Vm Jm
1.000000E+10 20 5.623E+15 340 3.800E-4 3.735589E-1 2.140480E+1 3.855500E-1 7.430870E+1 3.133690E-1 3.415256E-1
1.468000E+10 20 5.623E+15 340 3.800E-4 3.725058E-1 2.127300E+1 3.845380E-1 7.425480E+1 3.123930E-1 3.404837E-1
2.154000E+10 20 5.623E+15 340 3.800E-4 3.709988E-1 2.108840E+1 3.831380E-1 7.417960E+1 3.110640E-1 3.389702E-1
3.162000E+10 20 5.623E+15 340 3.800E-4 3.688660E-1 2.083450E+1 3.812400E-1 7.407740E+1 3.092680E-1 3.368358E-1
4.642000E+10 20 5.623E+15 340 3.800E-4 3.658940E-1 2.049370E+1 3.786810E-1 7.395390E+1 3.068850E-1 3.338985E-1
6.813000E+10 20 5.623E+15 340 3.800E-4 3.618381E-1 2.004960E+1 3.753940E-1 7.380300E+1 3.038770E-1 3.298961E-1
1.000000E+11 20 5.623E+15 340 3.800E-4 3.564538E-1 1.949110E+1 3.714400E-1 7.360620E+1 3.002250E-1 3.246084E-1
1.468000E+11 20 5.623E+15 340 3.800E-4 3.495485E-1 1.881670E+1 3.667410E-1 7.339140E+1 2.959470E-1 3.179052E-1
2.154000E+11 20 5.623E+15 340 3.800E-4 3.410452E-1 1.803660E+1 3.615640E-1 7.313520E+1 2.912010E-1 3.096919E-1
3.162000E+11 20 5.623E+15 340 3.800E-4 3.310216E-1 1.717170E+1 3.559520E-1 7.286740E+1 2.861230E-1 3.000740E-1
4.642000E+11 20 5.623E+15 340 3.800E-4 3.196838E-1 1.624760E+1 3.502170E-1 7.256050E+1 2.808300E-1 2.892775E-1
6.813000E+11 20 5.623E+15 340 3.800E-4 3.072724E-1 1.528650E+1 3.442400E-1 7.225920E+1 2.754390E-1 2.774929E-1
1.000000E+12 20 5.623E+15 340 3.800E-4 2.939499E-1 1.430100E+1 3.382110E-1 7.192390E+1 2.699320E-1 2.648994E-1
1.468000E+12 20 5.623E+15 340 3.800E-4 2.797531E-1 1.329380E+1 3.319920E-1 7.156760E+1 2.642680E-1 2.515216E-1
2.154000E+12 20 5.623E+15 340 3.800E-4 2.646414E-1 1.226400E+1 3.254800E-1 7.118980E+1 2.583500E-1 2.373516E-1
3.162000E+12 20 5.623E+15 340 3.800E-4 2.485965E-1 1.121300E+1 3.187070E-1 7.076250E+1 2.521780E-1 2.223228E-1
4.642000E+12 20 5.623E+15 340 3.800E-4 2.316981E-1 1.014910E+1 3.115490E-1 7.029860E+1 2.456540E-1 2.065716E-1
