Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.143664044E+00 1.194432011E+00 -5.076796700E-02 1.143098817E+00 1.191760365E+00 -4.866154800E-02 5.652270000E-04 2.671646000E-03
1.500000000E+01 1.016672606E+01 1.144046670E+00 1.194448992E+00 -5.040232200E-02 1.143662647E+00 1.192574224E+00 -4.891157700E-02 3.840230000E-04 1.874768000E-03
1.500000000E+01 1.033324570E+01 1.144602117E+00 1.194473843E+00 -4.987172600E-02 1.144340607E+00 1.193168405E+00 -4.882779800E-02 2.615100000E-04 1.305438000E-03
1.500000000E+01 1.049996187E+01 1.145404367E+00 1.194510192E+00 -4.910582500E-02 1.145225836E+00 1.193606190E+00 -4.838035400E-02 1.785310000E-04 9.040020000E-04
1.500000000E+01 1.066670514E+01 1.146554547E+00 1.194563291E+00 -4.800874400E-02 1.146432275E+00 1.193939520E+00 -4.750724500E-02 1.222720000E-04 6.237710000E-04
1.500000000E+01 1.083333839E+01 1.148185994E+00 1.194640696E+00 -4.645470200E-02 1.148101887E+00 1.194211129E+00 -4.610924200E-02 8.410700000E-05 4.295670000E-04
1.500000000E+01 1.100000000E+01 1.150464796E+00 1.194753196E+00 -4.428840000E-02 1.150406569E+00 1.194457513E+00 -4.405094400E-02 5.822700000E-05 2.956830000E-04
1.500000000E+01 1.116672606E+01 1.153579031E+00 1.194915982E+00 -4.133695100E-02 1.153538306E+00 1.194712264E+00 -4.117395800E-02 4.072500000E-05 2.037180000E-04
1.500000000E+01 1.133324570E+01 1.157706714E+00 1.195165548E+00 -3.745883400E-02 1.157677790E+00 1.195021903E+00 -3.734411300E-02 2.892400000E-05 1.436450000E-04
1.500000000E+01 1.149996187E+01 1.162953390E+00 1.195516001E+00 -3.256261100E-02 1.162932370E+00 1.195414930E+00 -3.248256000E-02 2.102000000E-05 1.010710000E-04
1.500000000E+01 1.166670514E+01 1.169263406E+00 1.195976422E+00 -2.671301600E-02 1.169247653E+00 1.195906280E+00 -2.665862700E-02 1.575300000E-05 7.014200000E-05
1.500000000E+01 1.183333839E+01 1.176343211E+00 1.196630718E+00 -2.028750700E-02 1.176330964E+00 1.196580976E+00 -2.025001200E-02 1.224700000E-05 4.974200000E-05
1.500000000E+01 1.200000000E+01 1.183672690E+00 1.197506882E+00 -1.383419200E-02 1.183662831E+00 1.197471574E+00 -1.380874300E-02 9.859000000E-06 3.530800000E-05
1.500000000E+01 1.216672606E+01 1.190663477E+00 1.198681522E+00 -8.018045000E-03 1.190655305E+00 1.198655983E+00 -8.000678000E-03 8.172000000E-06 2.553900000E-05
1.500000000E+01 1.233324570E+01 1.196902568E+00 1.200221913E+00 -3.319345000E-03 1.196895685E+00 1.200202935E+00 -3.307250000E-03 6.883000000E-06 1.897800000E-05
1.500000000E+01 1.249996187E+01 1.202299195E+00 1.202176060E+00 1.231350000E-04 1.202293346E+00 1.202161615E+00 1.317310000E-04 5.849000000E-06 1.444500000E-05
1.500000000E+01 1.266670514E+01 1.207021036E+00 1.204599779E+00 2.421257000E-03 1.207016023E+00 1.204588352E+00 2.427671000E-03 5.013000000E-06 1.142700000E-05
1.500000000E+01 1.283333839E+01 1.211312193E+00 1.207493916E+00 3.818277000E-03 1.211307868E+00 1.207484614E+00 3.823254000E-03 4.325000000E-06 9.302000000E-06
1.500000000E+01 1.300000000E+01 1.215358817E+00 1.210835705E+00 4.523112000E-03 1.215355060E+00 1.210827941E+00 4.527119000E-03 3.757000000E-06 7.764000000E-06
1.524993176E+01 1.000000000E+01 1.199213046E+00 1.200841222E+00 -1.628176000E-03 1.197254243E+00 1.197072844E+00 1.813990000E-04 1.958803000E-03 3.768378000E-03
1.524993176E+01 1.016672606E+01 1.199351201E+00 1.200859979E+00 -1.508778000E-03 1.197997380E+00 1.198190160E+00 -1.927800000E-04 1.353821000E-03 2.669819000E-03
1.524993176E+01 1.033324570E+01 1.199551804E+00 1.200887446E+00 -1.335642000E-03 1.198619252E+00 1.199014391E+00 -3.951390000E-04 9.325520000E-04 1.873055000E-03
1.524993176E+01 1.049996187E+01 1.199841673E+00 1.200927643E+00 -1.085970000E-03 1.199200657E+00 1.199623063E+00 -4.224060000E-04 6.410160000E-04 1.304580000E-03
1.524993176E+01 1.066670514E+01 1.200257585E+00 1.200986420E+00 -7.288350000E-04 1.199817381E+00 1.200082238E+00 -2.648570000E-04 4.402040000E-04 9.041820000E-04
1.524993176E+01 1.083333839E+01 1.200848313E+00 1.201072225E+00 -2.239120000E-04 1.200545941E+00 1.200447332E+00 9.860900000E-05 3.023720000E-04 6.248930000E-04
1.524993176E+01 1.100000000E+01 1.201675276E+00 1.201197192E+00 4.780840000E-04 1.201467257E+00 1.200765736E+00 7.015210000E-04 2.080190000E-04 4.314560000E-04
1.524993176E+01 1.116672606E+01 1.202809805E+00 1.201378561E+00 1.431244000E-03 1.202666225E+00 1.201080405E+00 1.585820000E-03 1.435800000E-04 2.981560000E-04
1.524993176E+01 1.133324570E+01 1.204323869E+00 1.201640483E+00 2.683386000E-03 1.204224201E+00 1.201433851E+00 2.790350000E-03 9.966800000E-05 2.066320000E-04
1.524993176E+01 1.149996187E+01 1.206272056E+00 1.202016082E+00 4.255974000E-03 1.206202240E+00 1.201872134E+00 4.330106000E-03 6.981600000E-05 1.439480000E-04
1.524993176E+01 1.166670514E+01 1.208666679E+00 1.202549485E+00 6.117194000E-03 1.208617099E+00 1.202448397E+00 6.168702000E-03 4.958000000E-05 1.010880000E-04
1.524993176E+01 1.183333839E+01 1.211457601E+00 1.203297058E+00 8.160543000E-03 1.211421723E+00 1.203225227E+00 8.196496000E-03 3.587800000E-05 7.183100000E-05
1.524993176E+01 1.200000000E+01 1.214537109E+00 1.204326700E+00 1.021040900E-02 1.214510509E+00 1.204274819E+00 1.023569000E-02 2.660000000E-05 5.188100000E-05
1.524993176E+01 1.216672606E+01 1.217781154E+00 1.205713605E+00 1.206754900E-02 1.217760860E+00 1.205675331E+00 1.208552900E-02 2.029400000E-05 3.827400000E-05
1.524993176E+01 1.233324570E+01 1.221106160E+00 1.207531331E+00 1.357482900E-02 1.221090209E+00 1.207502336E+00 1.358787300E-02 1.595100000E-05 2.899500000E-05
1.524993176E+01 1.249996187E+01 1.224496184E+00 1.209838320E+00 1.465786400E-02 1.224483275E+00 1.209815693E+00 1.466758200E-02 1.290900000E-05 2.262700000E-05
1.524993176E+01 1.266670514E+01 1.227981065E+00 1.212663289E+00 1.531777600E-02 1.227970340E+00 1.212645082E+00 1.532525800E-02 1.072500000E-05 1.820700000E-05
1.524993176E+01 1.283333839E+01 1.231595310E+00 1.215993345E+00 1.560196500E-02 1.231586213E+00 1.215978247E+00 1.560796600E-02 9.097000000E-06 1.509800000E-05
1.524993176E+01 1.300000000E+01 1.235355135E+00 1.219779479E+00 1.557565600E-02 1.235347307E+00 1.219766756E+00 1.558055100E-02 7.828000000E-06 1.272300000E-05
1.549996187E+01 1.000000000E+01 1.222086157E+00 1.205147451E+00 1.693870600E-02 1.218372118E+00 1.200088079E+00 1.828403900E-02 3.714039000E-03 5.059372000E-03
1.549996187E+01 1.016672606E+01 1.222151845E+00 1.205173548E+00 1.697829700E-02 1.219544039E+00 1.201553172E+00 1.799086700E-02 2.607806000E-03 3.620376000E-03
1.549996187E+01 1.033324570E+01 1.222247448E+00 1.205211745E+00 1.703570300E-02 1.220429297E+00 1.202650736E+00 1.777856100E-02 1.818151000E-03 2.561009000E-03
1.549996187E+01 1.049996187E+01 1.222386086E+00 1.205267605E+00 1.711848100E-02 1.221124927E+00 1.203471969E+00 1.765295800E-02 1.261159000E-03 1.795636000E-03
1.549996187E+01 1.066670514E+01 1.222586061E+00 1.205349193E+00 1.723686800E-02 1.221714041E+00 1.204097973E+00 1.761606800E-02 8.720200000E-04 1.251220000E-03
1.549996187E+01 1.083333839E+01 1.222872338E+00 1.205499434E+00 1.737290400E-02 1.222270183E+00 1.204614229E+00 1.765595400E-02 6.021550000E-04 8.852050000E-04
1.549996187E+01 1.100000000E+01 1.223277765E+00 1.205672269E+00 1.760549600E-02 1.222861746E+00 1.205058461E+00 1.780328500E-02 4.160190000E-04 6.138080000E-04
1.549996187E+01 1.116672606E+01 1.223843530E+00 1.205919759E+00 1.792377100E-02 1.223555368E+00 1.205494348E+00 1.806102000E-02 2.881620000E-04 4.254110000E-04
1.549996187E+01 1.133324570E+01 1.224617660E+00 1.206274404E+00 1.834325600E-02 1.224417041E+00 1.205978746E+00 1.843829500E-02 2.006190000E-04 2.956580000E-04
1.549996187E+01 1.149996187E+01 1.225650610E+00 1.206779074E+00 1.887153600E-02 1.225509761E+00 1.206572404E+00 1.893735700E-02 1.408490000E-04 2.066700000E-04
1.549996187E+01 1.166670514E+01 1.226987949E+00 1.207489333E+00 1.949861600E-02 1.226887819E+00 1.207343492E+00 1.954432700E-02 1.001300000E-04 1.458410000E-04
1.549996187E+01 1.183333839E+01 1.228662693E+00 1.208473210E+00 2.018948300E-02 1.228590236E+00 1.208368833E+00 2.022140300E-02 7.245700000E-05 1.043770000E-04
1.549996187E+01 1.200000000E+01 1.230692085E+00 1.209821325E+00 2.087076000E-02 1.230638423E+00 1.209744847E+00 2.089357600E-02 5.366200000E-05 7.647800000E-05
1.549996187E+01 1.216672606E+01 1.233081586E+00 1.211598449E+00 2.148313700E-02 1.233040706E+00 1.211541004E+00 2.149970200E-02 4.088000000E-05 5.744500000E-05
1.549996187E+01 1.233324570E+01 1.235831423E+00 1.213868166E+00 2.196325700E-02 1.235799295E+00 1.213823743E+00 2.197555200E-02 3.212800000E-05 4.442300000E-05
1.549996187E+01 1.249996187E+01 1.238937277E+00 1.216666541E+00 2.227073600E-02 1.238911242E+00 1.216631116E+00 2.228012600E-02 2.603500000E-05 3.542500000E-05
1.549996187E+01 1.266670514E+01 1.242384508E+00 1.219991938E+00 2.239257000E-02 1.242362839E+00 1.219962869E+00 2.239997000E-02 2.166900000E-05 2.906900000E-05
1.549996187E+01 1.283333839E+01 1.246145444E+00 1.223805579E+00 2.233986500E-02 1.246127060E+00 1.223781170E+00 2.234589000E-02 1.838400000E-05 2.440900000E-05
1.549996187E+01 1.300000000E+01 1.250185433E+00 1.228044888E+00 2.214054500E-02 1.250169639E+00 1.228024074E+00 2.214556500E-02 1.579400000E-05 2.081400000E-05
1.574996808E+01 1.000000000E+01 1.237560268E+00 1.212119011E+00 2.544125700E-02 1.231182641E+00 1.205618121E+00 2.556452000E-02 6.377627000E-03 6.500890000E-03
1.574996808E+01 1.016672606E+01 1.237609167E+00 1.212158076E+00 2.545109100E-02 1.233024941E+00 1.207471037E+00 2.555390400E-02 4.584226000E-03 4.687039000E-03
1.574996808E+01 1.033324570E+01 1.237680505E+00 1.212215176E+00 2.546532900E-02 1.234423018E+00 1.208876651E+00 2.554636700E-02 3.257487000E-03 3.338525000E-03
1.574996808E+01 1.049996187E+01 1.237784344E+00 1.212298535E+00 2.548580900E-02 1.235490819E+00 1.209943614E+00 2.554720500E-02 2.293525000E-03 2.354921000E-03
1.574996808E+01 1.066670514E+01 1.237934954E+00 1.212419983E+00 2.551497100E-02 1.236330679E+00 1.210770434E+00 2.556024500E-02 1.604275000E-03 1.649549000E-03
1.574996808E+01 1.083333839E+01 1.238152291E+00 1.212641797E+00 2.551049400E-02 1.237034426E+00 1.211450774E+00 2.558365200E-02 1.117865000E-03 1.191023000E-03
1.574996808E+01 1.100000000E+01 1.238463647E+00 1.212908288E+00 2.555535900E-02 1.237685580E+00 1.212066767E+00 2.561881300E-02 7.780670000E-04 8.415210000E-04
1.574996808E+01 1.116672606E+01 1.238905244E+00 1.213272804E+00 2.563244000E-02 1.238362748E+00 1.212686384E+00 2.567636400E-02 5.424960000E-04 5.864200000E-04
1.574996808E+01 1.133324570E+01 1.239523229E+00 1.213787383E+00 2.573584600E-02 1.239143126E+00 1.213377720E+00 2.576540600E-02 3.801030000E-04 4.096630000E-04
1.574996808E+01 1.149996187E+01 1.240373211E+00 1.214507305E+00 2.586590600E-02 1.240104571E+00 1.214219276E+00 2.588529500E-02 2.686400000E-04 2.880290000E-04
1.574996808E+01 1.166670514E+01 1.241517556E+00 1.215496933E+00 2.602062300E-02 1.241325173E+00 1.215292415E+00 2.603275800E-02 1.923830000E-04 2.045180000E-04
