Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.141735087E+00 1.141810590E+00 -7.550300000E-05 1.139991154E+00 1.137070333E+00 2.920821000E-03
1.468000E+10 1.141765786E+00 1.141846336E+00 -8.055000000E-05 1.140572329E+00 1.138424579E+00 2.147750000E-03
2.154000E+10 1.141810493E+00 1.141898746E+00 -8.825300000E-05 1.140994604E+00 1.139464630E+00 1.529974000E-03
3.162000E+10 1.141875963E+00 1.141975569E+00 -9.960600000E-05 1.141318537E+00 1.140261223E+00 1.057314000E-03
4.642000E+10 1.141970151E+00 1.142088096E+00 -1.179450000E-04 1.141589403E+00 1.140887882E+00 7.015210000E-04
6.813000E+10 1.142105428E+00 1.142252790E+00 -1.473620000E-04 1.141845270E+00 1.141414558E+00 4.307120000E-04
1.000000E+11 1.142297683E+00 1.142493481E+00 -1.957980000E-04 1.142119848E+00 1.141907502E+00 2.123460000E-04
1.468000E+11 1.142567606E+00 1.142844571E+00 -2.769650000E-04 1.142445916E+00 1.142433124E+00 1.279200000E-05
2.154000E+11 1.142938877E+00 1.143356166E+00 -4.172890000E-04 1.142855493E+00 1.143064845E+00 -2.093520000E-04
3.162000E+11 1.143997110E+00 1.144096062E+00 -9.895200000E-05 1.143939559E+00 1.143887122E+00 5.243700000E-05
4.642000E+11 1.147235371E+00 1.145161578E+00 2.073793000E-03 1.147193393E+00 1.145008919E+00 2.184474000E-03
6.813000E+11 1.154023682E+00 1.146684820E+00 7.338862000E-03 1.153991701E+00 1.146570525E+00 7.421176000E-03
1.000000E+12 1.157538650E+00 1.148386945E+00 9.151705000E-03 1.157516672E+00 1.148362688E+00 9.153984000E-03
1.468000E+12 1.158971246E+00 1.148995590E+00 9.975656000E-03 1.158955876E+00 1.148978807E+00 9.977069000E-03
2.154000E+12 1.160651366E+00 1.149711118E+00 1.094024800E-02 1.160640621E+00 1.149699474E+00 1.094114700E-02
3.162000E+12 1.161918059E+00 1.150522812E+00 1.139524700E-02 1.161910513E+00 1.150514690E+00 1.139582300E-02
4.642000E+12 1.167111008E+00 1.151063491E+00 1.604751700E-02 1.167073578E+00 1.151057819E+00 1.601575900E-02
6.813000E+12 1.172138671E+00 1.151686480E+00 2.045219100E-02 1.172134619E+00 1.151682496E+00 2.045212300E-02
1.000000E+13 1.173110521E+00 1.152269366E+00 2.084115500E-02 1.173107636E+00 1.152266560E+00 2.084107600E-02
