N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017347900E+00 1.015833269E+00 1.014718982E+00 1.013834462E+00
1.600000000E+01 1.257848721E+00 1.253874887E+00 1.250216563E+00 1.246765683E+00
1.700000000E+01 1.326116718E+00 1.322850242E+00 1.318931972E+00 1.317247347E+00
1.549996187E+01 1.195189415E+00 1.184385253E+00 1.175935048E+00 1.167641387E+00
1.649996187E+01 1.288629846E+00 1.285836136E+00 1.283233762E+00 1.281055014E+00
1.674996808E+01 1.306840813E+00 1.302296712E+00 1.300003656E+00 1.297951752E+00
1.624993176E+01 1.273680560E+00 1.270278623E+00 1.267488806E+00 1.264584752E+00
1.574996808E+01 1.236600788E+00 1.230831415E+00 1.225756478E+00 1.221881900E+00
1.524993176E+01 1.088090628E+00 1.067435890E+00 1.047664005E+00 1.029691146E+00
