N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.196041602E+00 1.192302614E+00 1.188355980E+00 1.184559582E+00
1.600000000E+01 1.250559413E+00 1.247125350E+00 1.244105232E+00 1.240408662E+00
1.700000000E+01 1.319061412E+00 1.313825151E+00 1.309357785E+00 1.306948245E+00
1.549996187E+01 1.227038823E+00 1.222832759E+00 1.220637152E+00 1.218501900E+00
1.649996187E+01 1.279492314E+00 1.275039407E+00 1.271787130E+00 1.268937468E+00
1.674996808E+01 1.297770256E+00 1.291965013E+00 1.288907048E+00 1.286074197E+00
1.624993176E+01 1.263828743E+00 1.260247648E+00 1.257124402E+00 1.254131687E+00
1.574996808E+01 1.238512390E+00 1.235301836E+00 1.231415328E+00 1.229459050E+00
1.524993176E+01 1.214819727E+00 1.210999251E+00 1.208200190E+00 1.205750220E+00
