fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:7 295.5 39.24 1.000E+000 2.201E+000 1.918E-006 4.192E+002 2.795E+000 3.098E-008 1.141E-003 
00T2 7:34 299 38.78 1.000E+000 2.207E+000 1.912E-006 4.251E+002 2.697E+000 4.178E-008 9.359E-004 
00T3 7:52 301.1 38.51 1.000E+000 2.152E+000 2.116E-006 4.296E+002 2.542E+000 6.032E-008 8.643E-004 
00T4 8:10 303.4 38.21 1.000E+000 2.167E+000 2.078E-006 4.351E+002 2.524E+000 6.680E-008 4.062E-004 
00T5 8:30 305.5 37.95 1.000E+000 2.166E+000 2.040E-006 4.407E+002 2.509E+000 7.136E-008 3.273E-004 
00T6 8:49 307.6 37.69 1.000E+000 2.179E+000 2.078E-006 4.466E+002 2.497E+000 7.658E-008 5.663E-004 
00T7 9:8 309.7 37.44 1.000E+000 2.219E+000 1.980E-006 4.528E+002 2.494E+000 7.984E-008 5.770E-004 
00T8 9:28 312.6 37.09 1.000E+000 2.209E+000 2.104E-006 4.616E+002 2.450E+000 9.225E-008 1.054E-003 
00T9 9:51 314.9 36.82 1.000E+000 2.277E+000 1.937E-006 4.686E+002 2.501E+000 8.643E-008 6.871E-004 
0T10 10:12 317.6 36.51 1.000E+000 2.246E+000 2.089E-006 4.768E+002 2.448E+000 1.012E-007 9.452E-004 
0T11 10:41 320.2 36.21 1.000E+000 2.220E+000 2.168E-006 4.844E+002 2.422E+000 1.107E-007 1.112E-003 
0T12 11:2 323.1 35.88 1.000E+000 2.224E+000 2.194E-006 4.924E+002 2.407E+000 1.192E-007 1.112E-003 
0T13 11:22 325.8 35.59 1.000E+000 2.245E+000 2.352E-006 4.991E+002 2.366E+000 1.351E-007 1.863E-003 
0T14 11:43 328 35.35 1.000E+000 2.310E+000 2.330E-006 5.039E+002 2.389E+000 1.340E-007 1.250E-003 
0T15 12:6 330.8 35.05 1.000E+000 2.317E+000 2.449E-006 5.090E+002 2.355E+000 1.489E-007 1.011E-003 
