N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 340 1.800E-4 1.231967613E+00 1.253103490E+00
1.468000E+10 1.000E+16 340 1.800E-4 1.237674882E+00 1.253144875E+00
2.154000E+10 1.000E+16 340 1.800E-4 1.243358018E+00 1.253291839E+00
3.162000E+10 1.000E+16 340 1.800E-4 1.246634327E+00 1.253504130E+00
4.642000E+10 1.000E+16 340 1.800E-4 1.249018551E+00 1.253814708E+00
6.813000E+10 1.000E+16 340 1.800E-4 1.251198619E+00 1.254529377E+00
1.000000E+11 1.000E+16 340 1.800E-4 1.253022385E+00 1.255303463E+00
1.468000E+11 1.000E+16 340 1.800E-4 1.254749142E+00 1.256310222E+00
2.154000E+11 1.000E+16 340 1.800E-4 1.255996658E+00 1.257070026E+00
3.162000E+11 1.000E+16 340 1.800E-4 1.258062699E+00 1.258795608E+00
4.642000E+11 1.000E+16 340 1.800E-4 1.260513277E+00 1.261016542E+00
6.813000E+11 1.000E+16 340 1.800E-4 1.263096577E+00 1.263443568E+00
1.000000E+12 1.000E+16 340 1.800E-4 1.266304045E+00 1.266545257E+00
1.468000E+12 1.000E+16 340 1.800E-4 1.270117332E+00 1.270292283E+00
2.154000E+12 1.000E+16 340 1.800E-4 1.274061690E+00 1.274184546E+00
3.162000E+12 1.000E+16 340 1.800E-4 1.278159817E+00 1.278249076E+00
4.642000E+12 1.000E+16 340 1.800E-4 1.282019432E+00 1.282085082E+00
6.813000E+12 1.000E+16 340 1.800E-4 1.285638479E+00 1.285687713E+00
1.000000E+13 1.000E+16 340 1.800E-4 1.289100962E+00 1.289148440E+00
