N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.192665532E+00 1.177831930E+00 1.145404367E+00 1.081503323E+00 1.015072096E+00 1.015797518E+00 1.018623808E+00 1.024226420E+00 1.033541738E+00 1.047534385E+00 1.066943571E+00
1.600000000E+01 1.247331885E+00 1.248561523E+00 1.250420051E+00 1.252187136E+00 1.253766651E+00 1.254138782E+00 1.252221651E+00 1.246048132E+00 1.232475088E+00 1.206424173E+00 1.161049736E+00
1.700000000E+01 1.314302326E+00 1.313947591E+00 1.314846153E+00 1.316938840E+00 1.319696649E+00 1.323144438E+00 1.327106776E+00 1.331190003E+00 1.334709086E+00 1.338386071E+00 1.341243116E+00
1.549996187E+01 1.222993708E+00 1.223311893E+00 1.222386086E+00 1.218309406E+00 1.207966144E+00 1.185550590E+00 1.142103162E+00 1.066867299E+00 1.010499169E+00 1.011061150E+00 1.012783615E+00
1.649996187E+01 1.275358377E+00 1.276025048E+00 1.277665734E+00 1.280020580E+00 1.282940209E+00 1.286058029E+00 1.289319997E+00 1.291753246E+00 1.293102360E+00 1.292663373E+00 1.289354325E+00
1.674996808E+01 1.292362739E+00 1.292506325E+00 1.293775991E+00 1.296016475E+00 1.299147385E+00 1.302548722E+00 1.306417043E+00 1.309900506E+00 1.312976621E+00 1.315205214E+00 1.316078943E+00
1.624993176E+01 1.260502410E+00 1.261620835E+00 1.263357930E+00 1.265630347E+00 1.268132629E+00 1.270494511E+00 1.272224332E+00 1.272302450E+00 1.269720612E+00 1.262681375E+00 1.248237233E+00
1.574996808E+01 1.235475755E+00 1.236602331E+00 1.237784344E+00 1.238316935E+00 1.236404728E+00 1.231301873E+00 1.219099638E+00 1.194266604E+00 1.148704442E+00 1.071922728E+00 1.008800490E+00
1.524993176E+01 1.211191088E+00 1.208068844E+00 1.199841673E+00 1.180965663E+00 1.142031166E+00 1.070407435E+00 1.012557217E+00 1.013266086E+00 1.015560856E+00 1.019954001E+00 1.027129265E+00
