T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.188894863E+00 1.208470362E+00 1.220852326E+00 1.231641787E+00 1.244370941E+00 1.257450144E+00 1.272193803E+00 1.289411640E+00 1.309956699E+00
295 1.172076287E+00 1.204898337E+00 1.221228593E+00 1.233166366E+00 1.246011229E+00 1.258800086E+00 1.273250840E+00 1.289965166E+00 1.309819327E+00
300 1.135704238E+00 1.195525614E+00 1.220120857E+00 1.234394301E+00 1.247975662E+00 1.260793230E+00 1.275223396E+00 1.291506391E+00 1.310755112E+00
305 1.065220421E+00 1.174051455E+00 1.215270699E+00 1.234695802E+00 1.249375339E+00 1.263240775E+00 1.277654295E+00 1.293909774E+00 1.312707013E+00
310 1.013701070E+00 1.130530262E+00 1.203261382E+00 1.232781623E+00 1.250665571E+00 1.265816549E+00 1.280543137E+00 1.296911320E+00 1.315637618E+00
315 1.014660277E+00 1.052013034E+00 1.177687235E+00 1.226462161E+00 1.250603097E+00 1.267794071E+00 1.283536870E+00 1.300336309E+00 1.319306240E+00
320 1.017638057E+00 1.011456124E+00 1.129370641E+00 1.212275114E+00 1.247762613E+00 1.268960550E+00 1.286282989E+00 1.303925656E+00 1.323288121E+00
325 1.023351766E+00 1.012342036E+00 1.047557145E+00 1.184143804E+00 1.240226250E+00 1.268255818E+00 1.288322602E+00 1.307269964E+00 1.327589663E+00
330 1.032723373E+00 1.014761375E+00 1.009602545E+00 1.133746938E+00 1.223085601E+00 1.264670098E+00 1.289226977E+00 1.310232983E+00 1.331431120E+00
335 1.046730833E+00 1.019232646E+00 1.010301451E+00 1.052554864E+00 1.193783922E+00 1.256135625E+00 1.287980557E+00 1.312012399E+00 1.334798209E+00
340 1.066131234E+00 1.026445261E+00 1.012121325E+00 1.008066462E+00 1.143911407E+00 1.239508033E+00 1.283544709E+00 1.312194276E+00 1.337286261E+00
